id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,1024,256,64,inf,1,32,64,32,RS,True,False,True,True,True,4,8,1,inf,inf,1,7,27,False,inf,1
2,512,512,64,inf,1,32,64,32,RS,False,True,False,True,False,16,8,1,inf,inf,20,1,9,False,inf,8
3,256,1024,256,inf,1,256,64,64,RS,True,True,False,True,False,19,8,1,inf,inf,1,19,25,False,inf,8
4,256,2048,256,inf,1,64,64,256,RS,False,True,False,False,True,25,32,1,inf,inf,1,13,9,False,inf,1
5,512,64,256,inf,8,64,1,256,RS,False,False,True,False,False,6,1,1,inf,inf,27,6,1,False,inf,8
6,1,1,512,inf,1,16,1,32,RS,True,True,True,False,True,17,1,1,inf,inf,30,1,28,False,inf,32
7,512,256,2048,inf,1,128,128,32,RS,False,False,True,False,False,27,8,1,inf,inf,9,1,1,False,inf,8
8,512,1024,256,inf,1,256,16,16,RS,True,True,True,False,False,1,1,1,inf,inf,8,27,1,False,inf,32
9,1,1,64,inf,1,1,16,1,RS,True,False,True,False,False,24,32,1,inf,inf,27,1,6,False,inf,1
10,256,1024,128,inf,1,128,32,16,RS,False,False,True,False,False,6,1,1,inf,inf,16,27,1,False,inf,32
11,512,128,64,inf,8,32,64,256,RS,True,False,True,True,False,9,1,1,inf,inf,21,2,1,False,inf,8
12,512,256,2048,inf,8,16,256,128,RS,False,False,False,False,False,13,1,1,inf,inf,1,30,16,False,inf,8
13,512,64,64,inf,8,64,32,128,RS,False,False,False,False,True,6,8,1,inf,inf,1,7,13,False,inf,1
14,64,64,1024,inf,32,16,1,16,RS,True,False,False,True,False,16,1,1,inf,inf,1,23,11,False,inf,1
15,512,128,1,inf,1,1,128,1,RS,False,False,True,False,False,28,1,1,inf,inf,22,1,28,False,inf,32
16,1024,128,512,inf,1,512,128,1,RS,True,False,True,True,True,12,8,1,inf,inf,15,1,23,False,inf,1
17,256,128,1,inf,32,512,128,64,RS,False,False,True,True,False,23,1,1,inf,inf,1,15,2,False,inf,1
18,1,1024,1024,inf,1,16,128,128,RS,True,True,False,False,True,3,1,1,inf,inf,7,13,1,False,inf,32
19,1,1,512,inf,1,1,64,16,RS,True,False,False,True,True,11,1,1,inf,inf,25,9,1,False,inf,8
20,64,2048,1024,inf,1,1,128,16,RS,False,False,False,False,True,16,1,1,inf,inf,1,26,1,False,inf,8
21,64,256,128,inf,8,1,256,16,RS,False,False,True,True,False,17,1,1,inf,inf,29,1,21,False,inf,8
22,2048,1,2048,inf,32,32,512,64,RS,True,True,False,True,False,26,1,1,inf,inf,14,5,1,False,inf,1
23,512,1024,256,inf,8,256,1,64,RS,False,False,False,False,True,30,8,1,inf,inf,1,18,25,False,inf,1
24,64,256,512,inf,1,1,256,16,RS,True,False,False,False,False,4,1,1,inf,inf,17,15,1,False,inf,8
25,2048,1,256,inf,1,1,128,1,RS,True,True,True,True,False,7,8,1,inf,inf,25,18,1,False,inf,8
26,256,512,256,inf,8,128,256,16,RS,False,False,True,False,False,8,1,1,inf,inf,1,11,28,False,inf,1
27,256,512,2048,inf,1,32,512,256,RS,True,True,False,True,True,20,1,1,inf,inf,24,30,1,False,inf,32
28,1024,2048,1,inf,1,32,32,32,RS,True,False,True,True,True,11,1,1,inf,inf,14,1,6,False,inf,32
29,1024,128,256,inf,1,16,128,256,RS,False,False,True,True,False,20,1,1,inf,inf,1,15,29,False,inf,8
30,2048,64,256,inf,8,128,32,512,RS,True,False,True,True,True,10,1,1,inf,inf,20,1,13,False,inf,8
31,1,256,256,inf,1,128,256,512,RS,False,False,True,True,True,17,1,1,inf,inf,10,1,9,False,inf,1
32,1024,1,512,inf,8,16,64,64,RS,True,False,False,False,False,23,1,1,inf,inf,23,1,20,False,inf,1
33,1024,1,1,inf,8,512,256,256,RS,True,False,False,True,True,18,1,1,inf,inf,23,18,1,False,inf,1
34,2048,128,1024,inf,8,64,64,128,RS,False,True,False,True,True,14,8,1,inf,inf,1,2,6,False,inf,1
35,1,2048,64,inf,1,64,128,1,RS,False,True,False,True,True,28,1,1,inf,inf,1,27,4,False,inf,1
36,2048,256,1,inf,1,1,16,128,RS,False,True,True,False,False,20,1,1,inf,inf,14,1,4,False,inf,32
37,256,64,1,inf,32,128,1,256,RS,True,True,False,False,True,11,1,1,inf,inf,1,1,17,False,inf,1
38,128,512,512,inf,1,32,64,16,RS,False,True,False,False,False,5,8,1,inf,inf,18,1,5,False,inf,1
39,256,2048,1,inf,1,16,1,32,RS,False,True,True,True,False,8,32,1,inf,inf,1,2,11,False,inf,1
40,1024,64,1,inf,1,32,64,1,RS,False,True,True,True,True,24,1,1,inf,inf,1,19,14,False,inf,1
41,128,2048,512,inf,1,64,64,128,RS,True,False,False,False,True,1,1,1,inf,inf,19,1,19,False,inf,1
42,2048,2048,1,inf,8,512,512,32,RS,True,False,False,False,True,17,8,1,inf,inf,1,17,19,False,inf,1
43,512,1024,1,inf,1,32,32,16,RS,True,False,True,True,False,26,8,1,inf,inf,20,1,10,False,inf,1
44,1,1024,512,inf,8,128,128,1,RS,False,False,True,True,True,11,8,1,inf,inf,17,1,21,False,inf,1
45,512,1,64,inf,1,64,128,64,RS,False,False,False,True,False,25,1,1,inf,inf,30,28,1,False,inf,32
46,1024,1,1024,inf,1,256,256,128,RS,True,False,False,True,False,5,32,1,inf,inf,5,1,6,False,inf,1
47,1,256,256,inf,8,128,64,512,RS,True,False,True,True,True,25,1,1,inf,inf,10,22,1,False,inf,8
48,256,1,2048,inf,1,64,16,1,RS,False,False,False,True,True,29,1,1,inf,inf,18,1,1,False,inf,32
49,512,64,1024,inf,8,64,16,16,RS,True,True,False,True,True,4,1,1,inf,inf,1,14,6,False,inf,1
50,1,1024,1,inf,32,1,512,32,RS,False,False,False,False,False,30,1,1,inf,inf,30,8,1,False,inf,1
51,2048,512,1,inf,1,64,16,512,RS,False,True,False,False,True,22,1,1,inf,inf,13,1,17,False,inf,1
52,128,2048,2048,inf,1,256,32,32,RS,True,False,False,True,False,28,32,1,inf,inf,10,29,1,False,inf,1
53,128,1,512,inf,1,128,512,128,RS,False,True,False,False,False,11,1,1,inf,inf,22,1,25,False,inf,8
54,512,512,1,inf,1,512,256,512,RS,True,False,False,False,True,30,1,1,inf,inf,12,7,1,False,inf,1
55,512,512,2048,inf,8,1,1,16,RS,True,False,False,False,False,11,1,1,inf,inf,1,24,26,False,inf,8
56,2048,1,256,inf,8,256,128,1,RS,True,True,True,False,False,24,1,1,inf,inf,1,14,18,False,inf,8
57,512,512,128,inf,1,32,64,256,RS,True,False,True,False,False,18,8,1,inf,inf,20,1,23,False,inf,1
58,1024,128,64,inf,32,64,1,128,RS,False,True,True,True,True,11,1,1,inf,inf,28,1,10,False,inf,1
59,256,256,1,inf,8,128,64,16,RS,False,False,True,True,False,11,1,1,inf,inf,9,1,3,False,inf,8
60,256,128,256,inf,1,64,64,32,RS,False,True,True,False,True,12,32,1,inf,inf,28,9,1,False,inf,1
61,2048,512,2048,inf,8,32,32,64,RS,False,False,False,True,False,18,1,1,inf,inf,1,29,8,False,inf,8
62,512,128,512,inf,1,16,64,32,RS,False,False,False,False,False,7,1,1,inf,inf,25,1,15,False,inf,1
63,512,128,512,inf,1,128,128,512,RS,False,True,True,True,True,19,32,1,inf,inf,23,21,1,False,inf,1
64,2048,256,2048,inf,1,512,64,256,RS,False,True,False,False,False,2,1,1,inf,inf,4,29,1,False,inf,1
65,2048,64,512,inf,1,16,64,1,RS,True,False,True,False,False,12,1,1,inf,inf,26,24,1,False,inf,32
66,128,256,1,inf,1,1,32,32,RS,False,True,True,False,True,18,8,1,inf,inf,1,10,2,False,inf,8
67,1,1,512,inf,1,64,512,1,RS,True,False,False,False,True,20,1,1,inf,inf,20,21,1,False,inf,8
68,128,64,512,inf,1,64,32,64,RS,False,True,True,True,True,3,8,1,inf,inf,23,6,1,False,inf,8
69,128,1,128,inf,8,32,1,128,RS,False,False,False,True,False,3,1,1,inf,inf,1,19,11,False,inf,8
70,1,512,512,inf,1,1,16,256,RS,False,False,False,True,False,7,1,1,inf,inf,1,20,4,False,inf,8
71,1024,1024,1024,inf,1,256,32,64,RS,False,False,False,True,True,23,1,1,inf,inf,28,1,10,False,inf,8
72,1024,2048,64,inf,1,32,512,256,RS,False,False,True,True,False,23,1,1,inf,inf,14,1,24,False,inf,32
73,512,64,512,inf,8,256,64,128,RS,False,False,False,True,True,6,8,1,inf,inf,1,6,30,False,inf,1
74,2048,1024,2048,inf,8,128,128,1,RS,True,True,False,True,False,26,1,1,inf,inf,14,1,29,False,inf,8
75,512,512,2048,inf,1,512,64,256,RS,True,True,False,False,False,2,1,1,inf,inf,23,12,1,False,inf,8
76,256,64,1,inf,8,256,16,32,RS,True,True,False,False,False,29,1,1,inf,inf,1,14,26,False,inf,8
77,512,1024,1024,inf,1,64,512,1,RS,False,False,False,False,False,2,8,1,inf,inf,8,18,1,False,inf,1
78,256,1,1024,inf,8,512,1,128,RS,False,False,True,False,True,4,1,1,inf,inf,1,27,4,False,inf,1
79,64,512,64,inf,8,16,1,32,RS,True,False,True,False,True,10,1,1,inf,inf,1,9,26,False,inf,1
80,2048,128,1024,inf,1,256,64,512,RS,True,False,True,False,False,7,8,1,inf,inf,11,1,10,False,inf,1
81,1024,128,1024,inf,1,32,128,16,RS,True,False,False,True,False,19,8,1,inf,inf,8,25,1,False,inf,8
82,64,64,512,inf,8,1,16,32,RS,True,False,False,True,True,19,8,1,inf,inf,1,24,1,False,inf,1
83,1024,1,256,inf,8,128,16,128,RS,True,True,False,False,False,18,1,1,inf,inf,1,17,26,False,inf,1
84,64,256,1,inf,1,1,16,32,RS,True,True,True,True,False,15,8,1,inf,inf,23,1,20,False,inf,8
85,64,2048,1,inf,32,1,512,32,RS,False,True,True,True,True,19,1,1,inf,inf,20,14,1,False,inf,1
86,512,1024,256,inf,1,1,64,16,RS,False,True,True,False,False,30,1,1,inf,inf,30,1,2,False,inf,8
87,64,256,2048,inf,1,1,16,64,RS,True,False,True,True,True,30,8,1,inf,inf,12,17,1,False,inf,8
88,256,2048,128,inf,8,16,64,256,RS,True,False,True,False,True,17,1,1,inf,inf,30,28,1,False,inf,8
89,128,128,512,inf,1,32,128,64,RS,True,False,True,True,True,29,1,1,inf,inf,14,1,17,False,inf,8
90,1024,1024,256,inf,1,1,16,1,RS,False,False,False,False,True,5,8,1,inf,inf,26,20,1,False,inf,1
91,512,256,256,inf,8,32,128,32,RS,True,True,False,True,False,15,8,1,inf,inf,5,1,13,False,inf,1
92,1,1,1,inf,1,128,256,512,RS,False,False,False,False,False,4,8,1,inf,inf,2,1,18,False,inf,1
93,2048,1,128,inf,32,32,512,128,RS,True,False,True,False,False,3,1,1,inf,inf,5,1,26,False,inf,1
94,1,128,64,inf,8,32,16,256,RS,True,False,False,True,False,10,8,1,inf,inf,28,1,28,False,inf,1
95,256,1,512,inf,1,1,32,32,RS,True,False,True,True,False,28,32,1,inf,inf,1,14,2,False,inf,1
96,64,1024,1,inf,1,1,128,64,RS,False,False,True,False,True,19,1,1,inf,inf,23,1,4,False,inf,8
97,128,1024,128,inf,1,1,256,128,RS,True,False,False,True,False,23,1,1,inf,inf,1,12,1,False,inf,8
98,512,1,256,inf,32,128,64,1,RS,False,True,False,False,True,29,1,1,inf,inf,16,3,1,False,inf,1
99,2048,128,512,inf,8,128,128,512,RS,False,False,False,False,True,23,8,1,inf,inf,7,4,1,False,inf,1
100,1,64,2048,inf,1,128,64,32,RS,True,True,True,False,True,2,1,1,inf,inf,2,1,3,False,inf,8
101,1,1,1,inf,1,1,1,1,RS,False,False,False,False,False,1,1,1,inf,inf,1,1,1,False,inf,1
