id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,512,2048,128,inf,1,128,64,64,RS,True,False,True,True,True,14,1,1,inf,inf,1,22,17,False,inf,32
2,2048,512,128,inf,1,64,256,128,RS,False,True,False,False,True,28,8,1,inf,inf,1,25,26,False,inf,8
3,128,1,256,inf,32,1,32,16,RS,False,False,False,False,False,8,1,1,inf,inf,1,13,22,False,inf,1
4,1024,2048,512,inf,1,64,32,1,RS,False,False,True,False,True,20,8,1,inf,inf,9,1,11,False,inf,1
5,1,2048,1,inf,1,1,1,16,RS,True,False,False,True,False,17,1,1,inf,inf,1,15,17,False,inf,8
6,256,512,128,inf,32,32,256,128,RS,False,False,True,True,False,24,1,1,inf,inf,1,13,23,False,inf,1
7,2048,256,2048,inf,1,512,64,1,RS,False,False,False,False,False,5,1,1,inf,inf,1,11,11,False,inf,8
8,1,1,512,inf,1,64,512,16,RS,True,False,True,False,True,6,1,1,inf,inf,26,1,29,False,inf,32
9,1024,1024,128,inf,1,32,512,1,RS,False,True,False,True,True,20,32,1,inf,inf,26,24,1,False,inf,1
10,1,64,1024,inf,1,16,64,256,RS,False,False,True,True,True,8,8,1,inf,inf,1,4,28,False,inf,1
11,2048,128,1,inf,8,128,1,64,RS,True,True,True,True,True,4,8,1,inf,inf,1,26,29,False,inf,1
12,2048,2048,64,inf,1,1,128,16,RS,True,False,False,False,False,27,1,1,inf,inf,28,24,1,False,inf,1
13,2048,256,2048,inf,1,64,64,128,RS,False,False,True,True,True,23,8,1,inf,inf,1,9,11,False,inf,1
14,512,1024,1024,inf,8,64,64,1,RS,False,False,True,False,True,2,8,1,inf,inf,1,21,3,False,inf,1
15,1,1024,256,inf,32,1,32,1,RS,False,False,True,True,True,16,1,1,inf,inf,1,4,11,False,inf,1
16,512,1,2048,inf,1,64,16,1,RS,True,False,True,False,True,28,8,1,inf,inf,1,1,5,False,inf,8
17,256,128,2048,inf,8,128,16,32,RS,False,False,False,True,True,25,8,1,inf,inf,1,17,20,False,inf,1
18,256,512,256,inf,8,128,256,16,RS,False,False,False,False,True,4,1,1,inf,inf,1,10,14,False,inf,8
19,128,1024,2048,inf,1,32,128,16,RS,False,False,False,True,True,25,1,1,inf,inf,11,2,1,False,inf,1
20,1,128,512,inf,1,1,1,32,RS,False,False,True,False,False,28,1,1,inf,inf,1,2,28,False,inf,1
21,256,1,1024,inf,32,64,128,64,RS,False,True,False,True,False,5,1,1,inf,inf,17,1,5,False,inf,1
22,1024,1024,256,inf,8,64,32,32,RS,False,True,False,False,False,17,1,1,inf,inf,11,16,1,False,inf,1
23,1024,1,128,inf,1,32,1,1,RS,False,False,True,False,True,13,32,1,inf,inf,13,1,25,False,inf,1
24,128,2048,512,inf,1,16,128,1,RS,True,True,False,True,True,17,1,1,inf,inf,5,16,1,False,inf,8
25,2048,2048,256,inf,32,32,256,16,RS,False,True,True,False,True,28,1,1,inf,inf,1,10,18,False,inf,1
26,1024,512,512,inf,1,32,32,1,RS,False,True,False,False,True,9,1,1,inf,inf,1,24,12,False,inf,8
27,2048,128,512,inf,1,128,16,256,RS,True,False,True,False,True,2,1,1,inf,inf,19,3,1,False,inf,32
28,1,1024,2048,inf,32,64,128,128,RS,False,False,False,True,False,27,1,1,inf,inf,1,4,30,False,inf,1
29,2048,512,128,inf,1,64,256,128,RS,False,True,False,False,True,26,1,1,inf,inf,1,7,15,False,inf,1
30,256,256,512,inf,8,16,16,1,RS,False,True,True,False,True,15,1,1,inf,inf,12,1,2,False,inf,1
31,1,1024,128,inf,8,64,1,64,RS,False,False,False,True,False,26,1,1,inf,inf,11,15,1,False,inf,1
32,64,2048,128,inf,1,128,64,32,RS,True,True,False,True,True,11,8,1,inf,inf,16,14,1,False,inf,1
33,1,128,512,inf,8,1,16,16,RS,True,False,True,True,True,13,1,1,inf,inf,9,6,1,False,inf,1
34,128,1,1,inf,1,128,128,1,RS,False,True,True,True,False,6,8,1,inf,inf,29,1,20,False,inf,8
35,128,1,1,inf,8,512,512,32,RS,False,True,False,True,True,5,1,1,inf,inf,28,1,17,False,inf,1
36,64,1,1024,inf,1,128,1,32,RS,True,False,False,True,True,8,8,1,inf,inf,12,10,1,False,inf,1
37,512,1,64,inf,1,32,64,64,RS,False,True,False,True,False,3,32,1,inf,inf,1,13,16,False,inf,1
38,1024,64,1024,inf,1,256,1,1,RS,False,True,True,True,True,18,32,1,inf,inf,1,26,5,False,inf,1
