id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,1,2048,2048,inf,1,32,32,64,RS,True,False,True,False,True,10,1,1,inf,inf,1,19,27,False,inf,1
2,2048,64,2048,inf,32,16,1,32,RS,False,False,False,True,True,21,1,1,inf,inf,5,20,1,False,inf,1
3,1024,128,1,inf,1,1,16,32,RS,True,False,False,True,True,15,32,1,inf,inf,9,8,1,False,inf,1
4,2048,2048,512,inf,8,32,512,16,RS,False,True,False,True,True,23,1,1,inf,inf,1,19,21,False,inf,8
5,2048,256,128,inf,1,128,256,16,RS,False,False,False,True,True,7,32,1,inf,inf,15,1,6,False,inf,1
6,512,128,256,inf,32,32,64,32,RS,False,True,False,False,True,10,1,1,inf,inf,8,1,19,False,inf,1
7,128,256,2048,inf,1,32,16,128,RS,True,True,True,True,True,28,1,1,inf,inf,9,1,22,False,inf,32
8,512,2048,512,inf,1,1,16,64,RS,True,False,False,True,False,26,1,1,inf,inf,28,19,1,False,inf,32
9,128,128,128,inf,8,128,64,64,RS,False,True,False,False,True,13,1,1,inf,inf,5,30,1,False,inf,1
10,256,128,2048,inf,8,512,128,32,RS,True,True,True,True,True,11,8,1,inf,inf,1,4,12,False,inf,1
11,64,128,1,inf,8,16,1,16,RS,False,True,False,True,False,19,1,1,inf,inf,15,1,9,False,inf,8
12,2048,256,512,inf,1,128,1,64,RS,False,False,True,False,False,26,8,1,inf,inf,1,7,14,False,inf,8
13,2048,64,2048,inf,8,32,32,32,RS,False,True,True,True,True,15,8,1,inf,inf,4,25,1,False,inf,1
14,2048,64,1024,inf,8,32,64,512,RS,False,True,True,False,True,6,1,1,inf,inf,26,27,1,False,inf,8
15,256,2048,2048,inf,1,64,128,16,RS,False,True,False,True,True,4,8,1,inf,inf,3,1,16,False,inf,1
16,2048,64,64,inf,1,32,32,16,RS,True,False,False,True,False,26,8,1,inf,inf,9,1,20,False,inf,8
17,1024,256,128,inf,1,128,16,128,RS,False,False,False,False,False,26,32,1,inf,inf,12,1,16,False,inf,1
18,2048,128,512,inf,1,16,64,128,RS,True,False,True,False,True,20,8,1,inf,inf,7,15,1,False,inf,1
19,128,1024,2048,inf,32,128,32,1,RS,False,False,False,False,True,6,1,1,inf,inf,1,27,8,False,inf,1
20,2048,128,2048,inf,8,32,128,256,RS,False,True,False,False,False,30,1,1,inf,inf,27,1,10,False,inf,8
21,1024,2048,1,inf,1,16,16,128,RS,False,True,False,True,True,5,1,1,inf,inf,1,25,18,False,inf,1
22,1,128,512,inf,1,64,1,32,RS,True,False,False,True,False,14,1,1,inf,inf,7,17,1,False,inf,32
23,1,1,1024,inf,1,512,128,128,RS,False,True,True,False,False,8,1,1,inf,inf,1,30,3,False,inf,1
24,256,128,1,inf,1,32,32,256,RS,True,False,False,False,True,21,8,1,inf,inf,2,1,11,False,inf,8
25,1,64,1024,inf,1,1,16,512,RS,True,True,True,False,True,30,1,1,inf,inf,11,1,26,False,inf,32
26,128,1024,512,inf,32,1,64,32,RS,True,False,False,True,False,8,1,1,inf,inf,3,21,1,False,inf,1
27,256,512,1,inf,1,128,128,1,RS,False,False,True,False,True,28,1,1,inf,inf,24,26,1,False,inf,8
28,64,256,2048,inf,32,256,64,64,RS,False,True,True,False,True,15,1,1,inf,inf,24,18,1,False,inf,1
29,128,64,1,inf,1,128,64,64,RS,True,False,False,True,True,12,8,1,inf,inf,15,1,1,False,inf,1
30,64,1024,1024,inf,1,256,256,1,RS,False,True,False,False,True,12,1,1,inf,inf,26,13,1,False,inf,32
31,256,1024,64,inf,1,1,64,16,RS,True,False,True,False,False,13,32,1,inf,inf,13,28,1,False,inf,1
32,1,64,1024,inf,32,128,16,1,RS,True,False,False,True,False,30,1,1,inf,inf,4,27,1,False,inf,1
33,64,2048,1,inf,1,32,32,1,RS,False,False,False,False,True,29,1,1,inf,inf,1,18,7,False,inf,32
34,1,512,1024,inf,1,512,256,512,RS,True,True,False,False,False,7,1,1,inf,inf,16,1,24,False,inf,1
35,512,512,1,inf,8,64,512,1,RS,True,False,True,False,True,1,1,1,inf,inf,1,15,12,False,inf,1
36,1024,2048,2048,inf,8,256,128,16,RS,False,True,False,False,False,10,8,1,inf,inf,1,18,14,False,inf,1
37,512,256,128,inf,1,16,128,64,RS,False,True,False,True,False,27,1,1,inf,inf,10,1,9,False,inf,32
38,512,256,256,inf,32,32,32,16,RS,True,True,False,True,False,14,1,1,inf,inf,1,23,3,False,inf,1
39,256,1,128,inf,1,32,32,32,RS,False,False,False,False,False,16,8,1,inf,inf,26,1,18,False,inf,1
40,512,256,128,inf,1,64,64,64,RS,True,False,False,False,False,18,32,1,inf,inf,14,1,20,False,inf,1
