id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,128,1,512,1,30,15,DLMT,29,1024,64,2048,0.2848680551639069,0.28504565912180735,0.0002680455337498908,32,0.2849568571428571,1
2,True,35,False,1,1,64,1,23,30,1,DLMT,30,512,512,256,0.12939822538788917,0.12942331746925376,3.7869766089502477e-05,8,0.12941077142857146,1
3,True,35,False,1,1,256,256,29,1,30,DLMT,30,2048,2048,1024,0.276380481743619,0.27664488968495243,0.0003990528623362775,32,0.2765126857142857,1
4,True,35,False,32,1,16,64,1,24,30,DLMT,1,512,2048,1024,0.19569411533607403,0.19582028466392595,0.00019041875657913187,1,0.1957572,1
5,True,35,False,1,1,512,512,28,11,1,DLMT,8,2048,512,1024,0.3140172795840831,0.3148478632730597,0.0012535432817352883,32,0.3144325714285714,1
6,True,35,False,1,16,128,64,29,29,1,DLMT,10,64,1024,1,0.20775680249970518,0.20801405464315192,0.0003882531049063063,1,0.20788542857142855,32
7,True,35,False,1,256,64,128,1,25,24,DLMT,25,2048,256,1024,0.1693183895784684,0.1693710389929602,7.94601684326607e-05,1,0.1693447142857143,32
8,True,35,False,1,512,32,1,1,15,26,DLMT,7,1,2048,2048,0.09467192264898468,0.09470030020815819,4.2828313541584925e-05,8,0.09468611142857143,8
9,True,35,False,1,256,256,32,30,1,20,DLMT,1,64,2048,2048,0.14100960243404323,0.14120508328024248,0.000295025901318816,8,0.14110734285714285,1
10,True,35,False,8,64,128,16,14,27,1,DLMT,20,128,1,2048,0.1258492977368249,0.12589230226317505,6.490379693933889e-05,8,0.12587079999999998,1
11,True,35,False,1,128,16,1,1,28,26,DLMT,5,2048,128,128,0.21678822504304696,0.21703143209981024,0.0003670558140286652,1,0.2169098285714286,1
12,True,35,False,8,64,512,32,1,30,2,DLMT,26,1,2048,256,0.12078220801564984,0.12081322055577873,4.6805110483225274e-05,8,0.12079771428571429,1
13,True,35,False,1,16,128,512,1,1,30,DLMT,7,1,1024,1,0.13511387287818716,0.1351962985503843,0.0001243994422193694,8,0.13515508571428572,1
14,True,35,False,1,32,1,128,30,28,1,DLMT,13,2048,512,2048,0.32118342594012234,0.32182125977416326,0.0009626390791645075,32,0.3215023428571428,1
15,True,35,False,1,1,16,1,3,3,1,DLMT,11,2048,64,1024,0.11620807991876823,0.11624260579551747,5.2107549689981346e-05,8,0.11622534285714285,1
16,True,35,False,1,512,1,32,23,1,11,DLMT,17,128,512,512,0.13486805526534784,0.13490628759179502,5.7701441286423014e-05,8,0.13488717142857143,1
