id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,128,512,1024,inf,1,128,256,16,RS,False,False,True,False,True,19,1,1,inf,inf,1,16,1,False,inf,8
2,128,512,512,inf,1,512,1,32,RS,True,True,False,True,True,17,1,1,inf,inf,1,17,10,False,inf,32
3,512,128,1024,inf,1,1,1,1,RS,False,True,True,False,False,10,8,1,inf,inf,21,1,26,False,inf,8
4,64,64,1,inf,1,1,32,32,RS,False,True,True,True,False,21,1,1,inf,inf,1,9,8,False,inf,32
5,256,2048,512,inf,1,256,512,64,RS,False,True,True,False,False,13,32,1,inf,inf,17,1,3,False,inf,1
6,1,2048,1024,inf,8,256,256,512,RS,False,False,True,False,True,28,1,1,inf,inf,1,28,28,False,inf,8
7,256,1024,128,inf,1,128,256,16,RS,True,False,False,False,False,6,8,1,inf,inf,16,10,1,False,inf,1
8,512,256,2048,inf,8,32,1,64,RS,True,True,True,False,True,14,8,1,inf,inf,2,5,1,False,inf,1
9,1024,512,1024,inf,1,64,16,128,RS,False,False,True,True,False,29,32,1,inf,inf,2,3,1,False,inf,1
10,1024,256,512,inf,8,128,16,512,RS,True,True,False,True,True,5,1,1,inf,inf,1,13,3,False,inf,1
11,2048,2048,512,inf,8,16,256,16,RS,True,True,True,False,False,25,8,1,inf,inf,20,9,1,False,inf,1
12,512,1,1,inf,1,512,16,512,RS,False,False,True,False,False,28,8,1,inf,inf,25,30,1,False,inf,1
13,1,64,512,inf,32,128,64,32,RS,False,True,True,False,False,4,1,1,inf,inf,1,28,4,False,inf,1
14,1024,2048,1,inf,1,16,128,1,RS,False,True,False,True,False,27,1,1,inf,inf,16,3,1,False,inf,1
15,1,256,512,inf,1,16,256,64,RS,False,False,True,False,False,16,1,1,inf,inf,26,1,13,False,inf,1
16,512,1024,1024,inf,1,512,1,512,RS,True,True,True,False,False,10,8,1,inf,inf,1,25,21,False,inf,1
17,256,128,128,inf,8,128,128,32,RS,True,False,False,True,False,1,8,1,inf,inf,11,1,13,False,inf,1
18,64,1024,2048,inf,8,128,32,32,RS,True,True,False,False,False,16,1,1,inf,inf,1,29,14,False,inf,8
19,512,1024,2048,inf,8,64,16,64,RS,False,True,True,False,False,28,8,1,inf,inf,15,24,1,False,inf,1
20,1024,64,128,inf,8,64,1,32,RS,False,True,False,False,False,12,8,1,inf,inf,29,28,1,False,inf,1
21,64,1,1024,inf,32,256,512,16,RS,False,False,True,False,True,17,1,1,inf,inf,27,23,1,False,inf,1
22,1024,64,64,inf,1,64,64,16,RS,True,True,True,False,False,26,1,1,inf,inf,1,24,12,False,inf,32
23,512,256,2048,inf,32,64,1,32,RS,False,False,False,False,True,22,1,1,inf,inf,6,9,1,False,inf,1
24,1,1,256,inf,1,16,512,32,RS,True,False,True,True,False,7,8,1,inf,inf,10,1,4,False,inf,8
25,1,1,64,inf,1,32,128,1,RS,True,False,False,True,True,1,32,1,inf,inf,6,1,27,False,inf,1
26,2048,64,512,inf,1,128,32,32,RS,True,False,True,True,True,14,8,1,inf,inf,12,22,1,False,inf,8
27,2048,2048,128,inf,1,32,128,256,RS,True,True,False,False,True,7,1,1,inf,inf,1,29,25,False,inf,32
28,1,1,1024,inf,8,1,128,64,RS,False,True,False,True,True,3,8,1,inf,inf,1,21,12,False,inf,1
29,512,256,1,inf,1,64,16,256,RS,False,False,False,True,False,25,1,1,inf,inf,21,9,1,False,inf,8
30,64,256,1024,inf,32,64,32,16,RS,True,False,False,False,True,25,1,1,inf,inf,8,1,22,False,inf,1
31,1024,1,2048,inf,1,16,16,1,RS,True,True,True,True,False,1,1,1,inf,inf,1,23,11,False,inf,8
32,1024,1,1,inf,8,32,512,16,RS,False,True,False,True,True,21,8,1,inf,inf,6,18,1,False,inf,1
33,1024,512,2048,inf,8,1,64,1,RS,True,False,False,True,True,10,1,1,inf,inf,1,16,16,False,inf,8
34,1024,1,1,inf,1,128,64,512,RS,True,False,True,False,True,9,1,1,inf,inf,1,23,11,False,inf,32
35,128,128,1024,inf,8,128,1,1,RS,False,True,False,False,False,9,1,1,inf,inf,7,1,20,False,inf,1
36,256,2048,512,inf,32,128,64,16,RS,False,False,True,False,False,6,1,1,inf,inf,1,19,27,False,inf,1
37,1,2048,512,inf,1,256,16,32,RS,True,True,True,True,True,2,1,1,inf,inf,1,21,3,False,inf,8
38,1,2048,64,inf,32,16,16,64,RS,True,False,True,True,True,7,1,1,inf,inf,28,3,1,False,inf,1
39,64,2048,2048,inf,1,64,1,64,RS,False,False,False,False,False,2,32,1,inf,inf,22,28,1,False,inf,1
40,128,2048,1,inf,1,64,128,32,RS,False,True,False,True,False,29,1,1,inf,inf,1,27,22,False,inf,1
41,1024,1024,2048,inf,32,32,64,1,RS,False,False,True,True,False,11,1,1,inf,inf,16,18,1,False,inf,1
42,1024,1024,1,inf,1,32,16,16,RS,False,True,False,False,True,20,8,1,inf,inf,23,30,1,False,inf,1
