id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,64,128,256,1,22,30,DLMT,4,2048,2048,1024,0.3313301370379291,0.33178552010492796,0.0006872785871293617,32,0.3315578285714285,1
2,False,1,False,32,32,1,1,1,8,29,DLMT,20,1,2048,2048,inf,inf,inf,1,inf,1
3,True,35,False,1,1,128,64,24,1,19,DLMT,17,64,256,1,0.14695893950570946,0.14709066049429056,0.0001987974992656735,1,0.1470248,1
4,True,35,False,8,512,1,256,1,5,3,DLMT,23,1024,128,1,0.12552784251796456,0.12555707176774977,4.4113712061408266e-05,1,0.12554245714285717,1
5,True,35,False,1,512,128,32,20,1,30,DLMT,2,1024,2048,1,0.3001823045019593,0.30063540978375497,0.0006838408813608693,32,0.30040885714285714,1
6,True,35,False,1,512,128,32,24,13,1,DLMT,14,128,1,1024,0.3196464426029396,0.3204972145399174,0.0012840120267730963,32,0.3200718285714285,1
7,True,35,False,1,256,128,16,1,30,3,DLMT,5,64,256,2048,0.2853435508486329,0.2855369634370814,0.00029190442103607845,32,0.28544025714285715,1
8,True,35,False,1,1,512,1,1,9,11,DLMT,10,1,1,64,0.12439445002935144,0.1245264071135057,0.00019915382220273673,1,0.12446042857142857,1
9,True,35,False,1,256,128,512,18,1,26,DLMT,17,1,512,1,0.13083284039988058,0.13086281674297662,4.524124901287462e-05,8,0.1308478285714286,1
10,True,35,False,1,512,1,128,1,17,21,DLMT,6,128,64,1024,0.1252646347611325,0.1253600509531532,0.00014400514730029452,8,0.12531234285714285,1
11,True,35,False,1,128,128,16,30,16,1,DLMT,30,512,512,1,0.23416897108600082,0.2343478860568563,0.00027002415613785194,1,0.23425842857142856,1
12,True,35,False,32,64,256,128,1,28,11,DLMT,4,2048,1,1,0.15064451759102906,0.15068965383754238,6.81210567104385e-05,1,0.15066708571428572,1
13,True,35,False,32,32,512,128,25,28,1,DLMT,29,128,512,512,0.2009133972952474,0.200949174133324,5.399554025423804e-05,1,0.2009312857142857,1
14,True,35,False,32,512,128,1,6,30,1,DLMT,16,2048,128,512,0.19570405971177213,0.19573496885965647,4.664906762416418e-05,1,0.1957195142857143,1
15,True,35,False,1,1,256,1,27,30,1,DLMT,30,512,2048,2048,0.1918108982648277,0.19183133030660085,3.0836686340945416e-05,1,0.19182111428571427,32
16,True,35,False,1,32,128,128,1,30,30,DLMT,4,256,256,128,0.27522137915466977,0.2762713637024731,0.0015846700257821,1,0.27574637142857145,32
17,True,35,False,32,1,16,1,1,23,16,DLMT,12,64,128,256,0.15549228572424112,0.15554274284718744,7.615149240768765e-05,1,0.15551751428571428,1
18,True,35,False,1,64,512,256,22,13,1,DLMT,16,2048,512,2048,0.19885602887424594,0.1988843711257541,4.277502609166775e-05,1,0.19887020000000002,32
19,True,35,False,8,512,512,16,30,1,21,DLMT,22,2048,512,512,0.154119568442362,0.154251231557638,0.00019871015503563206,1,0.1541854,1
20,True,35,False,1,1,64,512,29,21,1,DLMT,1,2048,1,1024,0.2024104658370582,0.20245279130579905,6.387894162925193e-05,1,0.20243162857142863,1
21,True,35,False,1,256,512,64,1,18,29,DLMT,19,1,1,2048,0.2161127572869838,0.2170154712844448,0.0013624046340712345,1,0.2165641142857143,32
22,True,35,False,32,16,32,64,30,6,1,DLMT,21,512,1024,2048,0.23816558210115982,0.23820418932741158,5.826725197794079e-05,1,0.2381848857142857,1
23,True,35,False,1,1,1,256,1,29,22,DLMT,26,2048,2048,64,0.2830242797158841,0.2831963488555445,0.0002596922102829303,32,0.2831103142857143,1
24,True,35,False,32,16,16,512,6,1,27,DLMT,2,1,256,512,0.4126320864052232,0.41265997073763405,4.208392004710577e-05,1,0.4126460285714286,1
25,True,35,False,1,32,512,256,6,1,4,DLMT,30,2048,1,2048,0.2630611400988025,0.2634999456154831,0.0006622592217060458,32,0.2632805428571428,1
26,True,35,False,1,128,512,128,4,12,1,DLMT,30,256,2048,1024,0.2119103004583064,0.21192775668455077,2.6345491036594794e-05,1,0.21191902857142858,1
27,True,35,False,1,32,1,512,29,1,23,DLMT,30,1024,64,1,0.25923443136960406,0.25951722577325315,0.00042680229519494623,32,0.2593758285714286,1
28,True,35,False,1,16,256,32,12,1,17,DLMT,15,512,256,1024,0.4288909880213373,0.42891569769294835,3.7292621144628796e-05,32,0.4289033428571428,1
29,True,35,False,1,16,64,512,12,4,1,DLMT,24,1024,1024,64,0.11613340912774449,0.11616516230082692,4.792289725833269e-05,8,0.1161492857142857,8
30,True,35,False,32,512,16,512,19,1,4,DLMT,3,512,64,2048,0.16019472664392057,0.1602773876417937,0.00012475460320328155,1,0.16023605714285713,1
31,True,35,False,32,512,128,512,19,25,1,DLMT,30,1,2048,1024,0.19619951815198672,0.19629156756229899,0.0001389238934210577,1,0.19624554285714285,1
32,True,35,False,1,256,128,512,30,1,11,DLMT,8,1,1,256,0.14131057103419697,0.14133422896580305,3.5705301727171634e-05,1,0.14132240000000001,32
33,True,35,False,32,32,128,32,1,19,28,DLMT,22,512,128,128,0.183557512847699,0.18374728715230104,0.0002864134075073995,1,0.18365240000000002,1
34,True,35,False,1,128,1,64,30,1,2,DLMT,23,64,2048,1,0.25945102881662235,0.25976017118337763,0.0004665674778942235,32,0.2596056,1
35,True,35,False,1,512,512,32,1,10,30,DLMT,2,128,512,1,0.25698697457612285,0.25707388256673414,0.00013116429952310903,32,0.2570304285714285,1
36,True,35,False,8,256,1,256,1,29,22,DLMT,11,1,1024,2048,0.11872734712873512,0.11888368144269346,0.00023594471161434254,8,0.11880551428571429,1
37,True,35,False,1,512,128,32,1,13,28,DLMT,30,2048,256,1024,0.18353118494740087,0.18376104362402765,0.0003469100147982856,1,0.18364611428571426,1
38,True,35,False,1,32,1,1,18,22,1,DLMT,16,128,128,128,0.20222002578931544,0.2022448884963989,3.7523587139784e-05,1,0.20223245714285717,1
39,True,35,False,1,16,16,32,27,2,1,DLMT,3,2048,1024,512,0.31777231780747794,0.31784413933537914,0.00010839533087316146,1,0.31780822857142854,32
40,True,35,False,1,64,32,512,27,21,1,DLMT,5,1024,1024,2048,0.3068966396121797,0.3074666175306774,0.0008602287764049208,32,0.30718162857142856,1
41,True,35,False,1,512,512,256,29,1,30,DLMT,6,512,2048,512,0.18206770131465558,0.18219407011391583,0.00019071980516357706,1,0.1821308857142857,1
42,True,35,False,1,128,32,512,1,30,30,DLMT,25,512,1,2048,0.12077704383904359,0.12080461330381356,4.160871180364976e-05,8,0.12079082857142857,8
43,True,35,False,1,512,1,128,22,22,1,DLMT,30,1,2048,1,0.19680832700626988,0.19683247299373013,3.6441891122324313e-05,1,0.1968204,32
44,True,35,False,1,128,64,128,1,2,18,DLMT,22,512,128,512,0.15294298820859611,0.1529876403628325,6.739044927184612e-05,1,0.1529653142857143,32
45,True,35,False,1,16,128,32,15,1,21,DLMT,28,128,128,512,0.2079470273623581,0.20796502978049902,2.716982119325387e-05,1,0.20795602857142856,32
46,True,35,False,1,256,512,512,29,29,1,DLMT,24,512,1,512,0.19490119343414158,0.1949248637087156,3.572393012636489e-05,1,0.1949130285714286,32
47,True,35,False,1,128,64,1,18,12,1,DLMT,28,128,512,512,0.31800074583556825,0.31874039702157464,0.0011163050603464556,32,0.31837057142857145,1
48,True,35,False,32,256,64,128,27,1,26,DLMT,2,1024,1,2048,0.19080231952328003,0.1909131090481485,0.00016720706947265286,1,0.19085771428571427,1
49,True,35,False,8,64,1,1,24,1,30,DLMT,28,2048,128,512,0.18169412688839823,0.18186318739731602,0.00025515148921568295,1,0.18177865714285713,1
50,True,35,False,1,512,32,1,1,12,16,DLMT,24,2048,512,2048,0.15593385771477747,0.15608899942807974,0.00023414480082868065,1,0.1560114285714286,32
51,True,35,False,8,128,1,16,8,20,1,DLMT,4,256,2048,512,0.24960186513468635,0.24962773486531364,3.904341905402876e-05,1,0.2496148,8
52,True,35,False,1,32,16,32,23,1,18,DLMT,4,2048,1,512,0.27082951984611253,0.27098259443960165,0.00023102503795750575,1,0.2709060571428571,1
53,True,35,False,1,128,512,512,1,26,17,DLMT,5,512,1024,2048,0.14148101845323974,0.14170241011818885,0.0003341313318723264,1,0.1415917142857143,8
54,True,35,False,32,256,512,1,14,1,19,DLMT,15,2048,2048,1,0.1608261134887274,0.1609582865112726,0.00019947972328033503,1,0.1608922,1
55,True,35,True,1,1,1,1,1,1,1,DLMT,1,1,1,1,0.17680207638376422,0.17700872361623576,0.0003118785661118733,1,0.1769054,1
56,True,35,False,8,512,256,512,1,25,6,DLMT,18,2048,1,1,0.11975690828876577,0.11978200599694853,3.787825826222172e-05,1,0.11976945714285715,1
57,False,1,False,1,512,1,512,18,19,1,DLMT,29,2048,1,1,inf,inf,inf,1,inf,32
58,True,35,False,32,512,1,512,29,22,1,DLMT,5,1,256,1,0.1997740156691843,0.19979249861652998,2.7895051130102315e-05,1,0.19978325714285713,1
59,True,35,False,1,512,1,64,13,3,1,DLMT,19,1,1,1,0.19328156916883935,0.19332094511687495,5.942743130774432e-05,1,0.19330125714285715,1
60,True,35,False,1,512,512,1,20,14,1,DLMT,4,1024,512,1,0.20624721331234458,0.20628095811622688,5.0928729713237464e-05,1,0.20626408571428573,1
61,True,35,False,1,512,32,512,1,17,30,DLMT,26,2048,512,1,0.24699161811260334,0.24747672474453947,0.0007321383353170444,1,0.2472341714285714,1
62,True,35,False,32,512,128,128,22,1,20,DLMT,8,256,256,1,0.16711584177371483,0.1671884439405709,0.00010957349597602623,1,0.16715214285714286,1
