id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,2048,256,512,inf,1,512,128,16,RS,False,False,True,True,False,20,32,1,inf,inf,22,1,8,False,inf,1
2,512,64,64,0.12226367880834481,8,64,64,16,RS,True,True,False,True,True,29,1,35,0.1224800354773695,0.0003265323561177928,9,1,24,True,0.12237185714285716,8
3,2048,256,1024,inf,32,64,16,64,RS,False,True,False,False,True,5,1,1,inf,inf,1,9,11,False,inf,1
4,1024,1,2048,0.12891409010091998,8,32,256,256,RS,False,True,True,False,False,27,8,35,0.12894996704193717,5.4146618791302106e-05,1,15,21,True,0.12893202857142858,1
5,512,2048,512,0.23679224604704788,8,512,1,256,RS,False,True,True,True,True,26,1,35,0.23696592538152353,0.0002621223674359071,1,25,12,True,0.2368790857142857,1
6,256,256,128,0.15035427239522386,1,64,1,1,RS,True,True,False,True,False,21,8,35,0.15038492760477612,4.6265815828596206e-05,28,1,13,True,0.1503696,1
7,1024,2048,1024,0.17441947739101774,1,32,1,64,RS,False,True,False,False,False,17,8,35,0.17490943689469654,0.0007394624434723657,1,14,20,True,0.17466445714285714,1
8,1024,512,512,0.13221815391890887,1,512,256,128,RS,False,False,True,True,False,2,8,35,0.13226596036680546,7.215100944037617e-05,23,1,21,True,0.13224205714285717,1
9,64,1,1,0.14839470301306745,8,256,256,1,RS,True,True,False,True,True,30,8,35,0.1485368969869325,0.00021460366126553214,1,1,14,True,0.14846579999999998,1
10,64,1024,128,0.13750256478526762,1,64,32,32,RS,True,True,False,False,False,28,1,35,0.1375298352147324,4.115739822403336e-05,3,26,1,True,0.1375162,8
11,128,256,2048,0.08654504503555895,8,1,256,128,RS,False,False,True,False,False,12,8,35,0.08656915496444105,3.638747037099509e-05,1,28,9,True,0.0865571,1
12,512,256,256,inf,32,1,1,1,RS,True,False,False,False,True,28,1,1,inf,inf,21,10,1,False,inf,1
13,2048,1024,1024,0.09246615275670374,1,128,256,128,RS,True,False,True,True,False,2,8,35,0.09249769867186768,4.761009702547818e-05,15,3,1,True,0.0924819257142857,8
14,1024,1,64,0.1705413488872636,1,1,256,512,RS,True,True,False,False,False,9,32,35,0.1705663653984507,3.775571317762334e-05,7,30,1,True,0.17055385714285715,1
15,2048,128,512,0.24542482798764345,1,128,16,1,RS,True,True,False,False,False,19,1,35,0.24561368629807093,0.00028503096000832205,29,1,23,True,0.2455192571428572,32
16,1024,2048,2048,0.1971411159361648,8,32,64,512,RS,False,False,True,False,True,27,8,35,0.19723848406383526,0.00014695107057404017,4,7,1,True,0.19718980000000003,1
17,256,256,1,0.2531883899176402,1,512,32,16,RS,False,True,False,False,True,2,1,35,0.25325761008235975,0.00010446927094332026,1,1,4,True,0.253223,1
18,1024,128,64,0.15033672756423905,1,1,16,16,RS,True,False,False,False,False,17,1,35,0.15037572957861806,5.8863078757540795e-05,2,1,2,True,0.15035622857142855,1
19,1,1024,512,0.3462529832227863,8,32,16,1,RS,False,True,False,True,True,9,8,35,0.34642593106292796,0.0002610183729556366,15,1,30,True,0.34633945714285713,1
20,1,256,2048,0.2443158282406096,1,1,128,256,RS,False,True,False,False,True,26,1,35,0.24434405747367616,4.260445507029262e-05,3,20,1,True,0.24432994285714288,1
21,2048,2048,2048,0.33654775335306875,8,32,128,16,RS,False,False,False,True,False,26,1,35,0.3366180180755026,0.00010604575061967336,26,2,1,True,0.3365828857142857,1
22,2048,1,2048,0.16021350513572366,8,32,128,1,RS,False,False,True,True,True,4,8,35,0.16024489486427632,4.737437523146283e-05,1,25,12,True,0.1602292,1
23,2048,512,64,0.09075115042452579,8,32,256,512,RS,False,False,True,False,False,1,1,35,0.09078361528975991,4.899700565611426e-05,10,1,20,True,0.09076738285714285,8
24,512,128,256,0.13721397620338294,8,16,64,64,RS,True,True,False,False,False,29,1,35,0.13725088093947424,5.569779975868958e-05,9,1,12,True,0.1372324285714286,1
25,512,2048,1,inf,32,256,32,512,RS,True,False,False,True,True,24,1,1,inf,inf,1,12,8,False,inf,1
26,512,512,1024,inf,32,256,256,256,RS,True,True,True,False,True,23,1,1,inf,inf,27,8,1,False,inf,1
27,64,1024,64,0.3167998013949063,1,32,512,32,RS,True,False,False,False,False,9,1,35,0.3169023700336651,0.000154799847070536,23,30,1,True,0.3168510857142857,32
28,2048,1,1024,0.2918141472891899,1,32,16,16,RS,False,True,False,False,False,5,1,35,0.2919275669965244,0.00017117662438164075,1,3,1,True,0.29187085714285715,1
29,256,256,256,0.13462475990284284,1,128,256,16,RS,False,True,False,True,False,2,1,35,0.1348640972400143,0.00036121551032307494,1,29,17,True,0.13474442857142857,8
30,1024,1024,512,0.10393817268741629,8,512,128,512,RS,True,True,True,True,False,12,8,35,0.10401519874115514,0.00011625016655682734,15,1,14,True,0.10397668571428571,1
31,1,1024,512,0.15581961064268232,8,1,32,1,RS,True,False,True,True,True,10,8,35,0.15594033221446055,0.000182196830098545,1,25,26,True,0.15587997142857143,1
32,1024,256,1,0.11845592126575614,1,16,32,256,RS,True,True,False,True,False,17,8,35,0.118476135877101,3.0508533433204143e-05,1,27,5,True,0.11846602857142857,1
33,128,1024,1,0.21955958390519542,1,16,32,128,RS,False,False,True,False,True,12,8,35,0.21959138752337598,4.7999030602458304e-05,25,24,1,True,0.2195754857142857,1
34,2048,1024,1,0.21727973524813826,8,512,128,16,RS,False,False,False,True,True,2,8,35,0.21732586475186177,6.962011203668009e-05,1,21,4,True,0.21730280000000002,1
35,512,64,128,0.1777745414662658,1,1,16,128,RS,True,False,True,True,False,16,8,35,0.17783420139087697,9.004065295006285e-05,1,5,20,True,0.1778043714285714,1
36,512,256,1024,0.16370434720991456,1,64,16,128,RS,False,True,False,False,False,4,8,35,0.16388628136151406,0.0002745807996022371,13,1,27,True,0.1637953142857143,1
37,1,2048,1,0.16682692202809893,8,1,32,256,RS,False,True,True,False,False,10,8,35,0.16685479225761532,4.20626355108927e-05,7,28,1,True,0.16684085714285712,1
38,1024,512,256,inf,1,128,128,32,RS,True,True,True,True,False,11,32,1,inf,inf,1,8,27,False,inf,1
39,256,512,1024,0.09814742069232851,1,1,128,32,RS,True,False,False,False,True,27,8,35,0.0981892593076715,6.314416701937888e-05,6,30,1,True,0.09816834,8
40,512,256,512,0.1252840949592344,1,256,16,64,RS,True,False,True,False,True,22,1,35,0.12545230504076563,0.0002538679971953937,1,9,9,True,0.1253682,1
41,1,1024,64,0.24034393474187235,1,1,256,16,RS,True,False,True,False,False,27,1,35,0.24050515097241335,0.00024331265516463804,10,1,22,True,0.24042454285714285,32
42,1024,128,128,0.10719660908245776,8,32,32,128,RS,True,True,False,False,True,4,1,35,0.10722950520325655,4.9647870250477096e-05,7,1,26,True,0.10721305714285716,8
43,512,512,512,0.27304562142810673,1,64,16,256,RS,False,False,False,False,False,30,1,35,0.2733787785718933,0.0005028113420700511,1,6,18,True,0.2732122,32
44,2048,256,128,0.10870224171001608,1,16,128,256,RS,False,True,True,False,True,9,8,35,0.10881044400426962,0.0001633023388612404,28,2,1,True,0.10875634285714285,8
45,256,1,64,0.19664642830200996,1,32,16,64,RS,True,True,True,True,True,14,1,35,0.19687791455513287,0.0003493664049360775,1,16,12,True,0.19676217142857141,1
46,1,1024,128,0.20556621894150207,1,16,1,1,RS,True,True,True,True,False,3,1,35,0.20559515248706933,4.366742586451231e-05,1,23,18,True,0.2055806857142857,1
47,256,128,1024,0.21254425468333135,1,256,1,32,RS,False,True,True,False,True,11,1,35,0.2125643167452401,3.0278300979482274e-05,30,25,1,True,0.21255428571428572,1
48,1,256,512,0.16791033020565632,8,256,128,512,RS,True,False,True,False,False,10,1,35,0.1679477840800579,5.652657673653205e-05,10,2,1,True,0.1679290571428571,1
49,2048,64,64,0.1502092130194436,1,16,1,32,RS,True,True,False,False,False,4,1,35,0.15023827269484216,4.3857785011585355e-05,9,1,2,True,0.15022374285714288,32
50,256,256,512,0.09489376236572246,1,64,128,64,RS,False,True,False,True,True,27,1,35,0.09504249477713465,0.00022447167886449515,1,12,27,True,0.09496812857142856,8
51,64,128,1,0.108080023667573,1,16,64,32,RS,False,True,True,True,False,14,8,35,0.1081010049038556,3.166554813635061e-05,30,1,29,True,0.1080905142857143,8
52,256,2048,2048,0.1892157494242956,1,64,256,128,RS,True,True,False,True,False,29,8,35,0.18924156486141874,3.896147757328825e-05,10,17,1,True,0.18922865714285717,1
53,128,64,128,0.12795387303388914,8,128,32,16,RS,True,True,True,False,False,18,1,35,0.1280629269661109,0.00016458765792992165,13,1,25,True,0.12800840000000002,1
54,256,512,2048,0.22024063781947634,1,512,512,256,RS,False,False,True,False,True,24,1,35,0.22026170503766657,3.1795314762025475e-05,25,16,1,True,0.22025117142857145,1
55,2048,1024,1024,0.30108921988368964,1,256,256,16,RS,True,True,True,False,True,3,1,35,0.3011218658305961,4.927029986695144e-05,13,22,1,True,0.30110554285714286,1
56,2048,512,1,0.23782348901774164,8,64,256,16,RS,True,True,True,True,True,11,8,35,0.23786016812511546,5.535727373256261e-05,13,1,2,True,0.23784182857142855,1
57,2048,2048,512,0.22270750028919817,1,64,128,256,RS,True,True,False,False,True,15,1,35,0.22296261399651618,0.0003850257091866619,15,1,14,True,0.22283505714285717,32
58,128,128,1,0.12270850899746671,8,64,32,64,RS,False,True,True,True,False,6,8,35,0.12273497671681899,3.9945922629148704e-05,1,14,2,True,0.12272174285714285,1
59,512,64,256,inf,32,64,32,128,RS,False,True,False,True,True,5,1,1,inf,inf,5,1,22,False,inf,1
60,1,1,1024,0.13987649925515133,1,32,512,16,RS,False,True,True,False,False,8,32,35,0.13991795788770578,6.257068492708746e-05,1,30,11,True,0.13989722857142856,1
61,256,1024,64,0.24179674535873188,1,64,32,128,RS,False,False,False,False,False,3,1,35,0.24183256892698232,5.406606691665859e-05,10,6,1,True,0.2418146571428571,1
62,512,1,2048,0.11339001575559828,8,512,64,64,RS,False,False,False,True,False,4,1,35,0.11342318424440175,5.005893669323273e-05,1,4,3,True,0.11340660000000001,8
63,512,128,1024,0.19757353815630044,8,512,128,128,RS,True,False,False,False,True,22,8,35,0.19775663327227097,0.00027633296390183716,30,30,1,True,0.1976650857142857,1
64,512,2048,2048,0.20295132156982745,1,256,64,16,RS,False,True,True,False,False,13,1,35,0.20298176414445826,4.5944900452073865e-05,28,7,1,True,0.20296654285714286,1
65,1,1,1024,0.11632867816632202,8,1,32,16,RS,True,True,False,False,True,6,1,35,0.11635915040510654,4.598967053500554e-05,1,1,22,True,0.11634391428571428,8
66,256,512,1024,0.09144811895101997,1,32,1,128,RS,False,True,True,False,False,14,8,35,0.09146894390612288,3.1429683616684704e-05,14,1,10,True,0.09145853142857142,1
67,256,1,128,0.12915243104935223,1,128,512,64,RS,False,False,False,False,False,29,1,35,0.1292133975220763,9.201253685653613e-05,1,25,21,True,0.12918291428571427,8
68,512,512,512,0.10672614199964753,1,256,16,16,RS,True,False,True,False,False,17,8,35,0.10681374371463817,0.0001322112903882352,27,1,19,True,0.10676994285714285,8
69,256,64,1,0.12430297045547485,1,128,32,32,RS,True,False,False,False,False,28,1,35,0.12432651525881085,3.55345649491092e-05,1,30,16,True,0.12431474285714285,8
70,512,1,2048,0.10978445986783851,8,16,512,256,RS,False,False,False,True,True,30,1,35,0.10983428298930435,7.519463723822204e-05,2,1,4,True,0.10980937142857143,8
71,2048,512,2048,0.1239276004333985,8,64,16,512,RS,False,False,False,False,True,1,1,35,0.12397102813803011,6.554247104133229e-05,1,29,27,True,0.1239493142857143,8
72,512,512,512,0.23411788860123778,1,1,1,256,RS,True,True,False,False,True,8,1,35,0.23432456854161932,0.00031192792992835197,30,1,26,True,0.23422122857142855,32
73,2048,512,1024,0.12718121335576194,1,16,16,32,RS,False,False,False,True,False,17,8,35,0.12769838664423805,0.0007805343517653242,1,10,27,True,0.1274398,8
74,2048,64,1,inf,1,1,64,64,RS,True,True,False,True,True,10,32,1,inf,inf,16,26,1,False,inf,1
75,1,512,256,0.08892617409897881,8,64,256,1,RS,True,True,True,False,False,8,1,35,0.08901120304387831,0.0001283283840586417,14,14,1,True,0.08896868857142856,8
76,512,1024,128,0.11375972687351668,8,128,256,128,RS,True,True,False,False,False,15,1,35,0.11378878741219761,4.385908790475231e-05,28,15,1,True,0.11377425714285715,8
77,128,256,256,0.10859732209869219,1,128,1,128,RS,False,True,True,False,True,9,8,35,0.10862084932987925,3.55080445038837e-05,17,20,1,True,0.10860908571428572,8
78,128,1024,512,0.13575536907204908,1,256,1,16,RS,True,True,False,False,False,12,32,35,0.13577577378509373,3.0795440955984176e-05,1,12,11,True,0.1357655714285714,1
79,256,2048,512,0.10367536863492875,1,16,256,128,RS,False,False,True,True,False,22,8,35,0.10370600279364268,4.623404523482226e-05,1,3,3,True,0.10369068571428572,8
80,128,1024,128,0.1992449846342933,1,32,64,128,RS,False,True,False,False,False,7,32,35,0.19934535822284954,0.0001514870075926915,18,2,1,True,0.19929517142857142,1
81,512,1,1024,0.11407930088172731,8,64,1,512,RS,False,True,False,True,False,23,1,35,0.11416069911827269,0.0001228488037036944,7,6,1,True,0.11412,8
82,64,1024,1,0.20919855449811775,1,512,128,64,RS,True,False,False,False,True,12,8,35,0.20923921693045366,6.136903427093327e-05,18,7,1,True,0.2092188857142857,1
83,128,128,128,0.19723780089534343,8,16,16,128,RS,False,True,True,False,True,9,1,35,0.1973746562475137,0.0002065464438555837,19,26,1,True,0.19730622857142857,1
84,2048,2048,1024,0.1094395906671143,8,1,256,32,RS,True,True,False,False,True,26,1,35,0.10948578076145714,6.971155732365852e-05,3,1,25,True,0.10946268571428572,8
85,64,256,2048,0.11063576004195941,8,256,64,32,RS,True,True,False,False,True,19,1,35,0.11066681138661202,4.68636755028098e-05,28,12,1,True,0.11065128571428572,8
86,64,256,512,0.10841481655923009,1,256,64,1,RS,True,False,True,False,True,27,1,35,0.10843912629791276,3.668902966772515e-05,21,1,8,True,0.10842697142857143,8
87,512,1,64,inf,32,1,256,512,RS,False,False,True,True,True,20,1,1,inf,inf,9,9,1,False,inf,1
88,128,2048,2048,inf,1,128,128,128,RS,True,True,False,True,True,27,32,1,inf,inf,1,26,21,False,inf,1
89,64,1,1,inf,32,256,1,64,RS,True,True,True,True,True,8,1,1,inf,inf,1,18,5,False,inf,1
90,64,512,128,0.18236424634105375,8,32,1,1,RS,True,False,False,False,True,21,1,35,0.18244603937323195,0.00012344464181096273,27,1,28,True,0.18240514285714285,1
91,1024,512,2048,0.10519019058773606,1,512,256,1,RS,False,True,True,True,False,23,1,35,0.10537620941226396,0.00028074551771005294,26,28,1,True,0.10528320000000001,8
92,512,64,1,0.14750555147205263,8,32,64,512,RS,True,False,True,False,True,25,8,35,0.1475359342422331,4.585464167633646e-05,23,1,19,True,0.14752074285714287,1
93,1024,512,1,inf,32,128,256,256,RS,False,True,True,False,True,13,1,1,inf,inf,1,17,9,False,inf,1
94,1,1024,2048,0.2790819860859864,1,512,32,256,RS,True,False,False,False,False,25,1,35,0.27937109962829926,0.00043633933995439373,1,10,8,True,0.2792265428571428,32
95,512,64,2048,0.15455037938735586,8,256,32,1,RS,True,True,False,False,False,26,1,35,0.15466322061264412,0.00017030356090564519,1,9,27,True,0.1546068,1
96,1024,64,512,inf,1,16,32,16,RS,False,False,False,True,False,21,32,1,inf,inf,7,1,15,False,inf,1
97,512,256,2048,0.15144083172137304,1,256,1,512,RS,False,True,False,False,False,7,32,35,0.15151248256434122,0.00010813772775153731,28,1,23,True,0.15147665714285713,1
98,1,64,256,0.120872244594586,8,256,32,512,RS,False,True,False,False,False,8,1,35,0.12094432683398544,0.00010878880494624692,1,27,5,True,0.12090828571428572,8
99,2048,512,512,0.3063616458834881,1,128,256,16,RS,False,True,False,False,False,25,1,35,0.306706354116512,0.0005202446127956149,17,1,29,True,0.30653400000000003,32
100,1,128,1024,0.31582392886021143,1,32,1,16,RS,False,False,False,True,True,25,1,35,0.31622601399693145,0.0006068396580747182,5,9,1,True,0.31602497142857144,32
101,2048,1024,256,0.14138243377020854,1,64,128,512,RS,True,True,True,False,True,23,32,35,0.1414151662297915,4.940086754588156e-05,16,1,6,True,0.14139880000000002,1
