id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,1,256,1,inf,1,32,1,16,RS,True,False,False,True,False,15,32,1,inf,inf,10,2,1,False,inf,1
2,1,1,1024,inf,1,16,256,64,RS,False,True,False,False,False,1,8,1,inf,inf,29,1,17,False,inf,1
3,2048,64,256,inf,8,256,64,16,RS,False,False,True,False,True,11,1,1,inf,inf,9,23,1,False,inf,8
4,1024,1024,64,inf,1,32,32,256,RS,False,False,True,False,True,21,1,1,inf,inf,1,3,22,False,inf,32
5,512,1024,512,inf,1,1,1,128,RS,False,True,True,False,True,13,8,1,inf,inf,12,1,21,False,inf,8
6,64,512,2048,inf,8,1,128,16,RS,True,False,False,True,False,26,1,1,inf,inf,12,14,1,False,inf,8
7,1,64,256,inf,8,64,16,256,RS,False,True,True,True,False,12,1,1,inf,inf,5,9,1,False,inf,1
8,256,256,128,inf,32,128,256,16,RS,True,False,True,True,True,17,1,1,inf,inf,2,1,16,False,inf,1
9,1,256,128,inf,1,16,1,64,RS,True,True,False,False,True,3,1,1,inf,inf,1,19,29,False,inf,1
10,2048,256,256,inf,8,1,64,16,RS,False,True,False,True,True,24,1,1,inf,inf,9,18,1,False,inf,1
11,128,256,1,inf,1,128,1,32,RS,False,False,True,False,True,26,8,1,inf,inf,24,1,8,False,inf,8
12,128,128,64,inf,1,64,64,128,RS,False,False,True,True,False,22,1,1,inf,inf,29,21,1,False,inf,32
13,256,512,128,inf,8,128,512,128,RS,True,True,False,False,False,2,1,1,inf,inf,1,25,3,False,inf,1
14,1024,1,128,inf,1,16,16,1,RS,True,False,False,True,True,2,32,1,inf,inf,19,29,1,False,inf,1
15,2048,2048,1024,inf,1,16,16,1,RS,False,False,False,False,True,11,8,1,inf,inf,1,19,26,False,inf,8
16,64,1,512,inf,32,512,16,16,RS,True,False,True,False,True,9,1,1,inf,inf,1,15,29,False,inf,1
17,512,1,1024,inf,1,16,64,256,RS,True,True,False,False,False,17,8,1,inf,inf,7,1,28,False,inf,1
18,2048,512,128,inf,8,64,16,16,RS,True,False,True,False,False,12,1,1,inf,inf,20,1,12,False,inf,1
19,64,64,1024,inf,1,128,32,16,RS,False,False,False,True,False,21,1,1,inf,inf,26,1,25,False,inf,1
20,64,256,64,inf,1,1,16,32,RS,False,True,True,True,False,22,32,1,inf,inf,24,1,17,False,inf,1
21,128,1,64,inf,8,16,512,64,RS,False,True,True,False,False,27,8,1,inf,inf,14,5,1,False,inf,1
22,1,512,512,inf,8,64,1,256,RS,False,True,True,True,True,2,8,1,inf,inf,22,1,15,False,inf,1
23,128,512,512,inf,8,16,512,32,RS,True,True,False,False,True,4,1,1,inf,inf,1,11,22,False,inf,8
24,512,64,1024,inf,1,64,16,128,RS,True,False,False,True,False,28,8,1,inf,inf,8,4,1,False,inf,8
25,128,2048,1,inf,1,128,1,16,RS,False,True,True,False,False,22,1,1,inf,inf,29,8,1,False,inf,8
26,256,1024,512,inf,1,1,64,1,RS,False,True,False,False,True,19,8,1,inf,inf,22,1,7,False,inf,1
27,64,512,1,inf,8,512,1,64,RS,True,True,True,True,True,14,8,1,inf,inf,29,1,1,False,inf,1
28,2048,1024,2048,inf,32,1,512,1,RS,True,True,False,True,False,21,1,1,inf,inf,14,6,1,False,inf,1
29,1024,1,1024,inf,8,512,128,64,RS,False,True,False,True,False,15,8,1,inf,inf,1,22,1,False,inf,1
30,128,2048,512,inf,32,64,16,32,RS,True,True,True,True,True,15,1,1,inf,inf,18,1,4,False,inf,1
31,1,512,512,inf,1,128,512,128,RS,True,False,False,True,False,12,8,1,inf,inf,6,3,1,False,inf,1
32,1024,1024,256,inf,8,16,64,128,RS,False,True,False,True,False,7,8,1,inf,inf,1,17,30,False,inf,1
33,1024,512,1024,inf,8,256,256,16,RS,False,False,True,False,False,23,1,1,inf,inf,25,1,10,False,inf,8
34,128,2048,256,inf,1,1,1,128,RS,False,False,True,True,True,18,1,1,inf,inf,6,1,2,False,inf,8
35,128,1024,1,inf,1,16,512,1,RS,False,False,True,True,True,2,1,1,inf,inf,16,10,1,False,inf,32
36,1024,1,2048,inf,1,32,128,512,RS,False,True,False,True,True,27,32,1,inf,inf,12,1,11,False,inf,1
37,1,1,64,inf,8,32,16,512,RS,True,True,False,True,True,1,8,1,inf,inf,1,26,16,False,inf,1
38,256,256,1024,inf,8,256,64,256,RS,False,False,False,True,True,17,8,1,inf,inf,30,1,9,False,inf,1
39,64,2048,1,inf,1,16,64,16,RS,False,False,True,True,False,28,1,1,inf,inf,13,20,1,False,inf,8
40,1,256,2048,inf,8,512,1,16,RS,False,True,True,False,True,28,1,1,inf,inf,1,14,12,False,inf,8
41,1,512,2048,inf,1,128,1,512,RS,False,True,False,True,False,6,1,1,inf,inf,10,1,16,False,inf,32
42,512,512,128,inf,8,16,16,128,RS,True,False,True,False,False,25,8,1,inf,inf,13,6,1,False,inf,1
43,2048,512,512,inf,1,64,64,16,RS,False,False,True,True,True,22,8,1,inf,inf,1,19,26,False,inf,8
44,1024,1024,512,inf,32,512,128,128,RS,True,True,True,True,True,14,1,1,inf,inf,1,3,16,False,inf,1
45,512,1,1,inf,1,256,1,16,RS,False,True,False,False,False,12,1,1,inf,inf,1,2,29,False,inf,1
46,256,2048,1024,inf,1,512,1,1,RS,True,True,True,False,True,14,8,1,inf,inf,1,26,8,False,inf,8
47,1,2048,128,inf,1,32,32,64,RS,True,False,True,True,False,20,8,1,inf,inf,29,1,26,False,inf,1
48,512,128,1024,inf,1,32,16,128,RS,True,True,True,True,True,12,8,1,inf,inf,1,27,28,False,inf,8
49,2048,256,1024,inf,1,16,256,512,RS,True,True,True,False,True,14,1,1,inf,inf,1,24,18,False,inf,32
50,1,512,64,inf,8,16,64,512,RS,False,False,True,True,False,21,1,1,inf,inf,3,14,1,False,inf,1
51,256,1024,1024,inf,1,1,128,16,RS,False,True,False,True,True,6,32,1,inf,inf,1,10,29,False,inf,1
52,1,2048,1,inf,1,1,64,128,RS,False,True,False,True,False,7,8,1,inf,inf,30,9,1,False,inf,1
53,64,1024,512,inf,1,128,32,1,RS,False,True,True,True,True,19,32,1,inf,inf,1,20,23,False,inf,1
