id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,128,64,64,inf,32,1,1,128,RS,False,True,True,False,True,10,1,1,inf,inf,1,18,1,False,inf,1
2,128,128,128,inf,1,128,1,16,RS,True,False,True,False,False,19,1,1,inf,inf,18,1,23,False,inf,1
3,1,1024,1024,inf,1,128,128,1,RS,True,True,False,True,True,21,32,1,inf,inf,1,21,11,False,inf,1
4,512,1024,1,inf,1,256,32,256,RS,True,True,True,True,False,13,1,1,inf,inf,28,3,1,False,inf,8
5,1,1,128,inf,8,128,1,128,RS,False,False,True,True,True,10,8,1,inf,inf,15,3,1,False,inf,1
6,128,1,128,inf,8,128,16,32,RS,True,False,False,True,True,8,1,1,inf,inf,1,19,14,False,inf,8
7,1,64,1024,inf,1,16,32,128,RS,False,True,False,False,True,28,32,1,inf,inf,25,1,12,False,inf,1
8,256,512,2048,inf,1,16,32,32,RS,True,True,True,False,False,14,32,1,inf,inf,1,25,1,False,inf,1
9,1024,1,1,inf,1,256,32,32,RS,True,False,False,True,False,22,8,1,inf,inf,1,25,14,False,inf,8
10,1,128,1,inf,1,1,1,16,RS,False,False,False,False,True,26,1,1,inf,inf,25,29,1,False,inf,32
11,1024,256,1024,inf,1,32,16,32,RS,False,False,True,False,True,26,1,1,inf,inf,1,16,17,False,inf,32
12,1,256,1,inf,1,16,256,1,RS,False,True,True,True,False,27,1,1,inf,inf,1,29,4,False,inf,8
13,1,1024,1,inf,32,128,16,16,RS,True,False,False,False,False,27,1,1,inf,inf,26,22,1,False,inf,1
14,256,512,128,inf,8,1,512,16,RS,True,False,True,True,True,26,8,1,inf,inf,1,25,6,False,inf,1
15,1,256,64,inf,1,16,32,1,RS,False,True,False,False,True,30,1,1,inf,inf,1,3,12,False,inf,8
16,1024,1024,1,inf,1,512,16,16,RS,True,False,True,True,False,29,8,1,inf,inf,1,6,23,False,inf,8
17,256,1,256,inf,1,32,32,64,RS,False,True,True,True,False,6,1,1,inf,inf,2,1,9,False,inf,8
18,1024,512,2048,inf,1,512,256,128,RS,True,False,True,False,True,21,32,1,inf,inf,4,1,24,False,inf,1
19,2048,256,512,inf,1,16,256,128,RS,False,True,False,True,True,19,1,1,inf,inf,1,6,4,False,inf,8
20,256,128,2048,inf,8,64,1,64,RS,True,False,False,False,True,2,1,1,inf,inf,8,16,1,False,inf,1
21,256,128,128,inf,1,32,128,256,RS,True,True,True,False,False,27,32,1,inf,inf,14,13,1,False,inf,1
22,256,256,512,inf,32,16,32,64,RS,True,True,False,True,True,8,1,1,inf,inf,20,20,1,False,inf,1
23,512,512,256,inf,1,64,128,512,RS,True,False,True,False,False,30,1,1,inf,inf,1,29,18,False,inf,32
24,256,1,64,inf,1,64,16,64,RS,False,True,True,False,True,11,1,1,inf,inf,1,28,29,False,inf,8
25,1,1,256,inf,1,32,16,1,RS,False,False,False,False,False,21,1,1,inf,inf,1,6,5,False,inf,8
26,512,2048,1024,inf,1,16,256,1,RS,False,True,False,False,True,15,32,1,inf,inf,30,1,9,False,inf,1
27,256,2048,2048,inf,1,256,1,16,RS,False,True,True,True,False,29,8,1,inf,inf,21,4,1,False,inf,1
28,1024,2048,512,inf,1,16,128,1,RS,True,True,True,False,True,9,1,1,inf,inf,1,9,13,False,inf,8
29,64,256,256,inf,8,256,128,32,RS,True,True,False,True,False,22,8,1,inf,inf,1,30,14,False,inf,1
30,512,2048,1,inf,8,256,128,16,RS,True,True,False,True,True,7,8,1,inf,inf,1,20,20,False,inf,1
31,2048,256,512,inf,1,32,32,32,RS,True,False,True,False,True,26,1,1,inf,inf,22,1,17,False,inf,32
32,128,512,2048,inf,1,32,128,64,RS,False,False,False,True,True,1,32,1,inf,inf,22,8,1,False,inf,1
33,128,2048,2048,inf,1,32,32,16,RS,False,True,False,False,False,15,1,1,inf,inf,1,23,21,False,inf,1
