id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,512,1024,1,inf,32,256,128,1,RS,True,True,True,True,True,16,1,1,inf,inf,1,7,16,False,inf,1
2,1024,512,512,0.17154943944767348,8,256,64,1,RS,False,True,False,True,False,1,1,35,0.17165741769518367,0.00016296420040071854,26,1,25,True,0.17160342857142857,1
3,512,2048,512,0.0939984087948247,8,1,512,32,RS,True,True,True,False,True,27,1,35,0.09402222549088961,3.59449140905858e-05,29,1,22,True,0.09401031714285715,8
4,1,128,2048,0.21038589674990932,1,256,64,32,RS,False,False,True,True,False,17,1,35,0.21041861753580499,4.938324924630231e-05,9,15,1,True,0.21040225714285715,1
5,1,256,256,0.24505514303304107,1,1,256,64,RS,False,False,True,False,False,20,1,35,0.2453014283955303,0.00037170169079353815,20,1,23,True,0.24517828571428568,32
6,512,64,64,0.20433686599223386,8,16,1,512,RS,True,False,False,False,True,29,8,35,0.20448199115062335,0.000219027498040677,1,5,20,True,0.2044094285714286,1
7,256,1024,2048,0.21536011688815976,8,1,32,64,RS,True,False,False,True,False,20,1,35,0.21556028311184022,0.000302097221815381,10,27,1,True,0.2154602,1
8,256,512,128,inf,1,64,64,1,RS,True,True,True,True,False,14,32,1,inf,inf,1,24,12,False,inf,1
9,128,256,256,0.20153932410788664,32,32,256,1,RS,False,True,False,False,False,17,1,35,0.20162736160639902,0.00013286898871920974,19,24,1,True,0.20158334285714283,1
10,1,256,128,0.09385239185224475,8,64,1,16,RS,False,True,True,True,False,23,1,35,0.09387652243346953,3.6418639542444315e-05,1,14,27,True,0.09386445714285714,8
11,1024,512,256,inf,32,32,1,512,RS,True,True,True,False,True,11,1,1,inf,inf,14,15,1,False,inf,1
12,1,1,1,0.3229730130059509,1,128,128,1,RS,False,False,False,True,False,7,1,35,0.3235248155654776,0.0008327979474185102,12,18,1,True,0.32324891428571423,32
13,1,256,1,0.2134577177079261,8,16,1,256,RS,True,False,True,True,True,29,8,35,0.21352913943493107,0.00010779193866340934,29,27,1,True,0.21349342857142858,1
14,1,1,2048,0.3027232485025429,1,64,256,16,RS,True,False,True,False,True,6,8,35,0.30280863721174284,0.00012887135176648803,29,1,25,True,0.30276594285714287,1
15,1024,1024,2048,0.09865814811954632,1,32,512,1,RS,False,False,False,False,True,21,8,35,0.09873890902331084,0.00012188692082987202,1,24,4,True,0.09869852857142858,8
16,256,128,1024,0.20560633028588216,8,1,16,32,RS,True,True,True,True,True,27,8,35,0.20568755542840356,0.00012258756470543325,13,5,1,True,0.20564694285714286,1
17,2048,1,256,0.14156796965450957,1,256,256,64,RS,False,True,False,False,False,3,32,35,0.14167403034549048,0.0001600701631874522,21,1,14,True,0.14162100000000002,1
18,2048,512,1024,0.22435616536579234,1,512,16,16,RS,False,False,True,False,False,24,32,35,0.22438497749135045,4.348417493051496e-05,13,1,1,True,0.2243705714285714,1
19,2048,1,64,0.18003776474700853,1,16,64,32,RS,True,True,False,True,False,2,1,35,0.18008337811013428,6.884113625454108e-05,8,16,1,True,0.1800605714285714,32
20,2048,256,256,0.09560495543084817,1,128,32,64,RS,True,True,True,False,True,2,8,35,0.0956357131405804,4.642051235549942e-05,24,1,22,True,0.09562033428571429,8
21,64,256,64,0.27873638884555035,1,32,128,64,RS,True,True,False,False,True,3,1,35,0.2789073825830211,0.0002580691791448392,28,12,1,True,0.27882188571428573,32
22,2048,256,128,0.11302947625436918,8,64,64,1,RS,True,True,False,True,True,19,1,35,0.11306778088848793,5.7810570320802476e-05,10,1,20,True,0.11304862857142856,8
23,128,2048,1,0.21869409122002115,1,128,256,32,RS,True,True,False,False,True,14,1,35,0.21886008020855025,0.0002505158530972878,28,10,1,True,0.2187770857142857,1
24,1024,256,1,0.11180092568425973,8,1,16,64,RS,False,False,False,True,True,15,1,35,0.11186221717288311,9.250306117383575e-05,9,17,1,True,0.11183157142857142,8
25,1024,64,1,0.13064488183770992,1,1,16,512,RS,True,False,True,False,False,24,32,35,0.13068346101943287,5.822492628433321e-05,14,1,24,True,0.1306641714285714,1
26,2048,512,1,0.18920628414393598,8,16,128,32,RS,False,False,True,True,False,23,1,35,0.1892379444274926,4.778270543591717e-05,2,26,1,True,0.18922211428571428,1
27,1024,128,512,0.11398704933822451,1,256,32,256,RS,False,True,False,False,True,20,1,35,0.11406015066177547,0.00011032683911257282,26,25,1,True,0.11402359999999999,8
28,2048,1,2048,0.12068891308388137,1,16,64,32,RS,False,True,False,True,False,17,1,35,0.12072034405897573,4.743662582211949e-05,19,1,9,True,0.12070462857142855,8
29,64,2048,1024,0.177888531367791,1,16,512,1,RS,False,True,False,False,True,24,8,35,0.17802438291792325,0.00020503147394027819,5,1,6,True,0.17795645714285713,1
30,1024,1024,512,0.16566046085807024,8,16,512,1,RS,False,False,True,False,False,15,8,35,0.16574056771335838,0.00012089981009758933,1,3,30,True,0.1657005142857143,1
31,2048,1,1,0.19655542034069673,8,1,1,256,RS,False,True,False,False,False,13,8,35,0.19661960823073182,9.68744021706369e-05,3,12,1,True,0.19658751428571428,1
32,1,128,512,0.13979487223868517,1,16,64,128,RS,True,True,False,True,False,29,1,35,0.1399716991898863,0.0002668728505624881,5,1,13,True,0.13988328571428574,1
33,1024,1024,1024,0.24307389441344637,1,16,512,1,RS,False,True,False,True,False,25,1,35,0.24313639130083944,9.432228727904865e-05,1,12,19,True,0.2431051428571429,1
34,1,2048,1,0.11023541591801396,8,256,128,256,RS,True,True,False,True,True,11,1,35,0.11026212693912889,4.031312137632278e-05,1,15,30,True,0.11024877142857142,8
35,128,2048,256,inf,1,64,32,128,RS,False,True,True,True,True,16,32,1,inf,inf,24,12,1,False,inf,1
36,1,2048,1024,0.24382108983734488,1,32,16,1,RS,True,True,False,False,True,9,8,35,0.24652216730551227,0.004076551897906678,21,1,29,True,0.24517162857142857,1
37,512,1024,1024,0.11085746337751401,8,16,512,256,RS,False,True,False,True,True,11,1,35,0.11102019376534311,0.0002455978694316957,1,20,7,True,0.11093882857142856,8
38,512,128,256,inf,32,64,1,1,RS,False,False,True,True,True,20,1,1,inf,inf,5,30,1,False,inf,1
39,1024,2048,256,inf,1,32,16,512,RS,False,False,False,True,True,8,32,1,inf,inf,25,22,1,False,inf,1
40,64,1024,512,0.0939288976572809,8,64,512,16,RS,False,False,True,False,False,26,1,35,0.09400858805700478,0.00012027128213386,1,10,23,True,0.09396874285714284,8
41,64,512,128,0.13775551568678007,1,1,64,16,RS,False,True,True,False,False,29,32,35,0.13787762717036278,0.00018429452913580266,1,9,18,True,0.13781657142857143,1
42,64,2048,128,0.10531358791007026,1,64,32,32,RS,True,False,True,True,False,3,1,35,0.10534098351850119,4.1346322295301274e-05,1,21,21,True,0.10532728571428572,8
43,1,256,1,0.173368734876754,1,1,256,64,RS,True,True,True,False,False,1,8,35,0.17339772226610314,4.374868861008449e-05,13,28,1,True,0.17338322857142857,1
44,1024,1,128,0.09345487748063427,1,1,16,512,RS,True,False,False,False,True,23,1,35,0.09359803680508,0.00021606059902022653,1,3,20,True,0.09352645714285714,8
45,256,2048,256,0.13158249662228122,1,16,128,16,RS,False,True,False,False,True,7,1,35,0.1316221890920044,5.990513589102815e-05,1,20,23,True,0.1316023428571428,8
46,64,256,128,0.21724922860174453,32,32,16,16,RS,False,False,True,False,False,30,1,35,0.2175535142553983,0.00045923757223805445,23,1,24,True,0.2174013714285714,1
47,64,2048,128,0.1467502046250721,8,64,512,1,RS,True,True,False,False,True,18,1,35,0.1467773382320708,4.095090141291927e-05,1,13,14,True,0.14676377142857144,1
48,1,1,256,0.173583592607984,8,1,128,1,RS,True,True,True,True,False,13,8,35,0.1736129216777303,4.426436351684036e-05,4,15,1,True,0.17359825714285715,1
49,64,2048,2048,0.22333933582375884,8,256,128,16,RS,True,False,False,True,False,7,1,35,0.22338254989052694,6.522004199286707e-05,19,20,1,True,0.2233609428571429,1
50,64,2048,64,0.25071864820566625,1,32,128,64,RS,False,False,False,True,True,25,1,35,0.25107832322290513,0.0005428329588598006,20,1,21,True,0.2508984857142857,32
51,1024,1024,512,0.12140113720168128,8,16,512,32,RS,False,True,False,False,True,19,1,35,0.12144594851260446,6.763065359822058e-05,28,1,30,True,0.12142354285714287,8
52,64,2048,1,0.11793980183344109,8,256,512,32,RS,True,False,False,False,False,23,1,35,0.11797974102370178,6.02774943617492e-05,30,1,16,True,0.11795977142857143,8
53,512,2048,64,inf,32,1,128,256,RS,False,False,True,False,True,8,1,1,inf,inf,1,19,15,False,inf,1
54,1,1,1,0.16344307684930023,8,1,512,256,RS,False,False,True,True,False,13,1,35,0.1634714945792712,4.28889405848384e-05,1,26,16,True,0.16345728571428572,1
55,512,1024,512,0.16408225194005274,1,256,256,256,RS,True,True,True,True,False,24,1,35,0.16410329091709006,3.1752692317155105e-05,1,28,10,True,0.1640927714285714,1
56,512,64,256,0.16890342924623097,1,16,32,512,RS,True,False,True,False,False,14,1,35,0.16895228503948323,7.373471477713735e-05,21,1,23,True,0.1689278571428571,32
57,512,512,2048,0.12244289274160083,8,32,512,32,RS,False,False,False,False,True,17,1,35,0.12254413582982773,0.0001527992841098725,24,1,30,True,0.12249351428571428,8
58,128,1,128,0.29402298623437345,1,1,256,16,RS,True,False,False,True,True,8,1,35,0.2940776994799123,8.257496779364625e-05,1,24,20,True,0.2940503428571429,1
59,256,2048,1,0.2357652189114459,32,64,16,16,RS,True,False,True,False,False,5,1,35,0.2358082096599826,6.488300302569731e-05,21,1,1,True,0.23578671428571424,1
60,1,128,256,0.13191632506721332,8,16,64,64,RS,False,False,False,False,False,1,1,35,0.1319842463613581,0.00010250897422137291,1,22,7,True,0.13195028571428571,1
61,2048,1,512,0.2543633738708164,8,512,256,16,RS,False,True,False,False,True,13,8,35,0.25449885470061206,0.00020447197103460398,1,11,27,True,0.25443111428571424,1
62,1024,2048,64,0.10794832696646578,8,64,512,512,RS,True,False,False,False,True,25,1,35,0.10803698731924852,0.0001338090201651264,23,1,26,True,0.10799265714285715,8
63,1024,512,1,0.08905917698198644,8,512,64,1,RS,True,False,True,False,False,6,1,35,0.08915536587515642,0.0001451713324148458,1,20,17,True,0.08910727142857143,8
64,64,64,1,0.1688268706473784,1,1,64,64,RS,True,False,False,False,False,10,1,35,0.16896130078119304,0.00020288622729128046,14,1,30,True,0.1688940857142857,1
65,1,64,64,0.16356517366100404,8,1,1,1,RS,False,True,True,False,False,19,8,35,0.16358391205328165,2.8280576734011033e-05,14,19,1,True,0.16357454285714285,1
66,2048,256,128,0.22495542539553234,8,64,256,32,RS,True,True,False,True,True,18,1,35,0.2249807460330391,3.821471027801503e-05,1,9,2,True,0.22496808571428573,1
67,64,64,256,0.26667735066116516,1,64,64,16,RS,True,True,True,True,True,28,8,35,0.26675636362454913,0.0001192488736951084,6,1,10,True,0.26671685714285714,1
68,512,1024,512,0.24614989076109203,1,64,128,256,RS,False,False,False,False,True,18,1,35,0.24643976638176515,0.00043748949281843363,21,1,15,True,0.2462948285714286,32
69,512,1,256,0.22689536413112588,8,128,16,128,RS,False,False,False,True,True,17,1,35,0.22701960729744552,0.00018751173242205127,1,8,26,True,0.2269574857142857,1
70,512,512,1024,0.294734844999153,1,512,64,128,RS,True,False,True,False,False,1,1,35,0.29487281214370414,0.0002082243962259836,1,21,7,True,0.29480382857142856,32
71,1,2048,1024,0.16992341361439148,8,32,256,64,RS,False,False,True,False,True,21,1,35,0.1703624149570371,0.000662554768471624,1,22,25,True,0.1701429142857143,1
72,256,128,512,0.11726077685605261,8,32,64,16,RS,True,True,True,False,False,26,8,35,0.1173357374296617,0.00011313287834783229,1,16,2,True,0.11729825714285716,1
73,1024,1024,2048,0.0885010556226154,1,64,128,512,RS,True,False,True,False,False,4,8,35,0.08853075009167033,4.4815835758064396e-05,6,22,1,True,0.08851590285714286,8
74,512,512,2048,0.12064582986387126,1,512,32,512,RS,True,False,False,True,False,24,8,35,0.12072634156470019,0.0001215108158451209,23,1,16,True,0.12068608571428573,8
75,512,64,1024,0.09689404929059849,1,256,64,512,RS,True,True,False,True,True,9,1,35,0.09692248213797296,4.2911756250354375e-05,27,1,8,True,0.09690826571428572,8
76,64,2048,512,0.11997844818732026,8,512,128,16,RS,True,False,False,False,False,6,1,35,0.12013663752696546,0.00023874437529435916,1,20,8,True,0.12005754285714286,1
77,128,128,128,0.10824769054685784,8,16,64,64,RS,False,True,False,True,True,8,1,35,0.10829368088171354,6.94100739615439e-05,1,5,23,True,0.10827068571428569,8
78,512,512,2048,0.22144734691023532,8,256,1,32,RS,True,True,False,True,True,14,8,35,0.22147865308976467,4.724828039198676e-05,9,4,1,True,0.221463,1
79,256,2048,1,0.15037899672270078,1,256,64,128,RS,True,True,True,True,False,1,1,35,0.15042511756301347,6.960703694193994e-05,14,1,26,True,0.15040205714285712,1
80,512,1,64,0.1507470080189784,1,64,128,256,RS,False,False,False,False,False,12,32,35,0.1507868776953073,6.017258172819971e-05,1,26,16,True,0.15076694285714284,1
81,128,64,1,0.19793986952262885,8,256,32,128,RS,False,True,True,True,True,1,1,35,0.19798773047737114,7.223327290304331e-05,26,5,1,True,0.1979638,1
82,64,2048,1,0.14351712175459236,1,256,256,1,RS,True,False,False,True,True,8,8,35,0.14354973538826477,4.922153170791584e-05,1,28,13,True,0.14353342857142856,1
83,2048,256,1,0.10918080593069367,1,256,16,32,RS,False,True,True,True,False,6,8,35,0.10928267978359203,0.0001537512541843657,5,1,10,True,0.10923174285714285,8
84,64,256,512,0.13641283160478648,1,1,1,32,RS,False,True,False,True,False,3,1,35,0.13644025410949914,4.1386915017839465e-05,19,1,4,True,0.1364265428571428,1
85,2048,512,1024,0.13081524016476406,8,16,16,256,RS,False,False,False,True,False,3,1,35,0.13084367412095024,4.2913429704227605e-05,15,1,20,True,0.13082945714285715,8
86,256,512,256,0.12849239849726005,1,64,512,128,RS,False,True,False,False,False,17,1,35,0.12855948721702568,0.00010125242652673305,8,1,26,True,0.12852594285714286,8
87,2048,1024,128,0.09037720104598877,8,64,256,1,RS,True,False,True,False,False,5,1,35,0.09039985038258265,3.418309810298588e-05,3,9,1,True,0.09038852571428571,8
88,1024,1,128,0.26474685043931645,8,128,256,512,RS,False,True,False,True,True,14,1,35,0.2648636638463978,0.0001762985038194561,18,14,1,True,0.26480525714285713,1
89,512,1,1024,0.16880990363323012,8,256,512,512,RS,True,True,False,False,True,5,1,35,0.16886352493819845,8.092697640591623e-05,28,1,22,True,0.16883671428571428,1
90,1024,64,2048,0.15105431003782896,8,256,32,128,RS,False,False,True,True,True,12,8,35,0.15126300424788533,0.0003149679296923643,1,8,21,True,0.15115865714285714,1
91,1,1,512,0.14223556519909042,1,64,16,16,RS,False,False,False,False,False,7,1,35,0.14239077765805247,0.0002342515724251889,24,1,22,True,0.14231317142857144,8
92,512,128,256,0.15295767151532938,1,1,16,16,RS,False,True,True,True,False,1,1,35,0.1529906141989563,4.9718144349432534e-05,11,1,14,True,0.15297414285714284,1
93,512,512,512,0.17167991675884497,1,32,16,512,RS,False,True,True,True,False,11,8,35,0.17172156895544072,6.286281792562942e-05,30,11,1,True,0.17170074285714285,1
94,2048,1,2048,0.10653041213630288,1,256,256,64,RS,True,False,True,False,False,17,8,35,0.10655358786369712,3.497754381640567e-05,1,20,12,True,0.106542,1
95,256,1024,1024,0.13811803204183257,1,64,128,1,RS,True,True,False,False,False,26,32,35,0.13815876795816748,6.147993865597852e-05,9,1,20,True,0.13813840000000002,1
