id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
1,128,256,1024,inf,1,32,32,128,RS,False,False,False,False,True,17,32,1,inf,inf,1,25,9,False,inf,1
2,1024,1,2048,inf,8,64,16,32,RS,False,False,False,False,False,27,8,1,inf,inf,17,16,1,False,inf,1
3,1024,128,2048,inf,1,1,32,1,RS,False,True,False,False,True,9,1,1,inf,inf,1,12,3,False,inf,32
4,256,64,64,inf,1,64,32,32,RS,True,False,False,True,True,10,8,1,inf,inf,22,15,1,False,inf,8
5,1,1,64,inf,1,32,1,1,RS,False,False,False,False,True,8,1,1,inf,inf,28,1,9,False,inf,1
6,256,2048,64,inf,1,32,128,256,RS,False,True,True,True,True,30,32,1,inf,inf,17,12,1,False,inf,1
7,1024,256,64,inf,1,16,16,16,RS,False,False,False,True,True,4,32,1,inf,inf,29,8,1,False,inf,1
8,64,2048,2048,inf,32,512,256,64,RS,True,False,False,True,False,3,1,1,inf,inf,1,25,15,False,inf,1
9,2048,1024,1,inf,1,512,32,32,RS,True,False,True,False,True,22,1,1,inf,inf,28,1,25,False,inf,32
10,2048,1,128,inf,8,1,512,128,RS,True,True,True,True,False,25,8,1,inf,inf,21,1,30,False,inf,1
11,256,256,64,inf,8,64,64,32,RS,True,True,True,False,True,14,8,1,inf,inf,1,16,5,False,inf,1
12,512,1024,256,inf,1,256,32,32,RS,True,True,False,False,True,10,8,1,inf,inf,1,21,7,False,inf,8
13,2048,512,64,inf,1,64,16,1,RS,True,True,True,True,True,21,1,1,inf,inf,1,20,2,False,inf,32
14,1,2048,256,inf,1,256,256,128,RS,True,True,True,False,False,11,8,1,inf,inf,8,1,17,False,inf,8
15,128,512,1,inf,1,16,128,16,RS,True,True,False,True,True,27,1,1,inf,inf,23,27,1,False,inf,1
16,1024,2048,1,inf,32,32,1,32,RS,False,False,True,True,True,23,1,1,inf,inf,1,8,10,False,inf,1
17,256,2048,512,inf,1,1,16,32,RS,False,True,False,False,True,1,8,1,inf,inf,6,1,4,False,inf,1
18,2048,256,1024,inf,1,256,16,512,RS,True,False,False,True,True,25,1,1,inf,inf,2,1,23,False,inf,32
19,256,512,64,inf,1,32,1,128,RS,True,True,False,False,True,20,1,1,inf,inf,1,28,5,False,inf,32
20,1024,2048,1024,inf,1,256,128,1,RS,False,True,True,False,False,4,32,1,inf,inf,1,16,28,False,inf,1
21,2048,512,64,inf,8,32,16,1,RS,True,True,False,True,False,23,1,1,inf,inf,29,16,1,False,inf,8
22,256,1,64,inf,1,64,16,128,RS,False,False,False,True,True,18,8,1,inf,inf,19,1,11,False,inf,8
23,1,512,256,inf,1,32,64,1,RS,True,False,False,True,False,9,8,1,inf,inf,21,9,1,False,inf,1
24,1,512,256,inf,1,64,128,1,RS,False,True,False,False,True,21,8,1,inf,inf,17,22,1,False,inf,8
25,256,1,64,inf,1,32,128,256,RS,False,True,True,True,True,25,1,1,inf,inf,21,22,1,False,inf,1
26,128,64,256,inf,1,64,64,1,RS,False,True,False,False,True,11,1,1,inf,inf,1,6,25,False,inf,8
27,128,256,64,inf,1,64,64,64,RS,False,False,True,False,True,10,1,1,inf,inf,21,21,1,False,inf,8
28,1,512,64,inf,32,32,256,16,RS,True,True,False,False,True,12,1,1,inf,inf,18,1,29,False,inf,1
29,1,512,256,inf,1,32,16,128,RS,False,False,False,True,True,13,1,1,inf,inf,26,20,1,False,inf,32
