id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,512,128,64,25,24,1,DLMT,1,1024,1,512,0.21046889389507914,0.21061967753349234,0.00022756745579888128,1,0.21054428571428574,32
2,True,35,False,1,1,1,64,1,14,18,DLMT,10,1024,2048,1,0.13494171012987943,0.13504737558440633,0.00015947365977886371,1,0.13499454285714288,1
3,True,35,False,1,1,512,64,1,16,4,DLMT,16,1,512,256,0.2791254181411723,0.27966086757311337,0.0008081172879108603,32,0.27939314285714284,1
4,True,35,False,1,16,1,128,1,22,26,DLMT,20,2048,128,2048,0.23530225086813075,0.23533134913186918,4.39160237596383e-05,1,0.23531679999999996,8
5,True,35,False,1,128,128,32,1,29,29,DLMT,11,256,1,512,0.20218912685640977,0.20249361600073307,0.0004595446868191101,1,0.20234137142857142,1
6,True,35,False,1,256,512,512,30,20,1,DLMT,5,1,1,2048,0.12014308206989922,0.12041091793010077,0.00040422638635864775,8,0.120277,1
7,True,35,False,32,128,1,64,1,16,18,DLMT,1,64,2048,2048,0.1379646225102711,0.13799412034687167,4.451907181312399e-05,1,0.1379793714285714,1
8,True,35,False,8,128,16,512,1,21,20,DLMT,30,1024,64,512,0.12837142994129916,0.12840211291584372,4.630771963678368e-05,8,0.12838677142857144,1
9,True,35,False,1,256,512,1,22,21,1,DLMT,17,1,1,512,0.32237551781891804,0.3230050536096535,0.0009501154086719752,32,0.32269028571428576,1
10,True,35,False,32,512,16,16,22,1,30,DLMT,15,64,256,1,0.2506757459315949,0.2510851112112622,0.0006178270810192877,1,0.25088042857142856,1
11,True,35,False,1,16,512,64,14,1,30,DLMT,21,2048,2048,128,0.13162917361395735,0.1316607121003284,4.759888525534014e-05,8,0.13164494285714287,1
12,True,35,False,8,1,512,1,1,30,23,DLMT,29,1024,512,512,0.12214128818724777,0.12220025466989513,8.899408831547158e-05,1,0.12217077142857145,8
13,True,35,False,1,128,512,128,1,30,30,DLMT,7,1,1,1,0.2874545242218334,0.2875669614924522,0.00016969389968952351,32,0.2875107428571428,1
14,True,35,False,32,1,32,1,5,30,1,DLMT,19,2048,1024,1024,0.19919612931097272,0.1992190706890273,3.4623856350375814e-05,1,0.1992076,1
15,True,35,False,1,64,64,1,1,28,19,DLMT,19,64,512,128,0.16243700007763426,0.16254357135093708,0.00016084075024313952,1,0.16249028571428567,32
16,True,35,False,32,1,256,256,20,20,1,DLMT,23,1024,2048,512,0.20153845393906306,0.20155651748950837,2.7262084008559228e-05,1,0.2015474857142857,1
17,True,35,False,1,256,32,64,16,1,6,DLMT,17,2048,256,2048,0.13384874292746593,0.13388205707253406,5.027876575368862e-05,1,0.1338654,32
18,True,35,False,1,64,32,1,26,5,1,DLMT,2,1024,2048,2048,0.29346151234592505,0.2937214019397892,0.00039223362883852034,32,0.2935914571428571,1
19,True,35,False,1,512,64,1,3,16,1,DLMT,19,128,2048,2048,0.20442289245048428,0.2044480789780871,3.8012307351752015e-05,1,0.2044354857142857,32
20,True,35,False,1,512,512,1,17,1,15,DLMT,1,512,1,1024,0.26618744677707223,0.2664370103657849,0.0003766492939224057,32,0.26631222857142856,1
21,True,35,False,1,512,16,16,19,3,1,DLMT,5,1,1,1,0.2850440909872982,0.2853996804412733,0.0005366668970295747,1,0.28522188571428575,1
22,True,35,False,32,256,512,32,29,1,27,DLMT,17,512,1,2048,0.19922704841694697,0.1993628944401958,0.0002050231325922986,1,0.1992949714285714,1
23,True,35,False,1,64,64,512,18,1,12,DLMT,2,2048,2048,128,0.2766558521855611,0.27681420495729603,0.0002389910321944907,32,0.27673502857142857,1
24,True,35,False,1,256,256,1,1,17,30,DLMT,30,2048,256,1,0.28413178869740013,0.28421335415974275,0.00012310118618768666,32,0.28417257142857144,1
25,True,35,False,1,64,1,256,1,12,5,DLMT,25,1024,64,64,0.14108141669214738,0.1411628690221383,0.00012293044324963206,1,0.14112214285714283,32
26,True,35,False,1,32,16,128,1,29,18,DLMT,6,1,512,256,0.12364313244498114,0.12377686755501889,0.00020183727533408028,8,0.12371000000000001,8
27,True,35,False,1,128,256,512,11,1,18,DLMT,17,2048,1,512,0.11698571328158644,0.11700977243269928,3.6310834949004734e-05,8,0.11699774285714286,8
28,True,35,False,1,256,64,128,24,1,23,DLMT,29,128,2048,1,0.27813618931824285,0.2784056392531857,0.0004066623992192804,32,0.27827091428571427,1
29,True,35,False,1,512,64,512,1,16,28,DLMT,16,1024,1024,512,0.2791768167189803,0.27931141185244823,0.0002031352500082597,32,0.2792441142857143,1
30,True,35,False,32,64,512,1,1,30,7,DLMT,18,512,512,1,0.142166589138043,0.14219203943338551,3.841039400145707e-05,1,0.14217931428571426,1
31,True,35,False,1,1,32,512,5,30,1,DLMT,6,2048,1,1,0.31889671546286363,0.3196136273942792,0.00108198625514677,32,0.3192551714285714,1
32,True,35,False,1,128,1,16,1,4,27,DLMT,2,2048,2048,512,0.17405466369172518,0.17419219345113196,0.00020756428067527548,1,0.17412342857142857,32
33,True,35,False,32,512,128,128,1,14,21,DLMT,19,2048,1,1,0.13959855831254983,0.1396572131160216,8.852369220515357e-05,1,0.13962788571428572,1
34,True,35,False,1,512,16,1,20,24,1,DLMT,20,2048,512,2048,0.2032431706079445,0.20327442939205553,4.7176749721505123e-05,1,0.20325880000000002,32
35,True,35,False,1,64,64,1,1,20,14,DLMT,17,1024,512,1,0.1462178021163704,0.1462541407407724,5.484340601816516e-05,1,0.1462359714285714,1
